year,month,day,t(day),p(day),t(night),p(night),wspeed,wdir
2011,4,3,6,761,2,761,4,ЮЗ
2011,4,4,7,759,4,756,4,Ю
2011,4,5,6,753,4,752,3,ЮВ
2011,4,6,4,748,2,746,0,Ш
2011,4,7,6,736,4,732,2,ЮЗ
2011,4,8,3,722,2,718,4,ЮВ
2011,4,9,3,720,2,727,3,Ю
2011,4,10,3,726,1,730,3,С
2011,4,11,3,737,2,739,3,С
2011,4,12,3,740,1,741,2,З
2011,4,13,4,742,3,742,3,Ю
2011,4,14,7,740,2,741,3,СЗ
2011,4,15,7,744,4,745,2,ЮЗ
2011,4,16,10,746,4,746,2,С
2011,4,17,10,745,5,746,3,З
2011,4,18,14,738,5,738,7,З
2011,4,19,8,740,3,742,5,С
2011,4,20,5,748,3,750,4,С
2011,4,21,10,752,6,751,3,З
2011,4,22,16,750,10,752,5,З
2011,4,23,14,754,9,753,1,З
2011,4,24,18,752,11,751,4,С
2011,4,25,19,750,14,750,4,С
2011,4,26,16,755,12,755,3,СВ
2011,4,27,18,755,12,753,2,ЮВ
2011,4,28,21,748,14,749,3,З
2011,4,29,19,748,16,747,3,С
2011,4,30,18,745,12,744,3,В
2011,5,1,13,743,11,744,2,ЮВ
2011,5,2,17,746,16,745,2,ЮВ
2011,5,3,22,744,16,743,2,В
2011,5,4,23,743,18,743,2,ЮЗ
2011,5,5,21,744,16,745,2,В
2011,5,6,17,747,14,749,2,СВ
2011,5,7,20,753,16,755,4,В
2011,5,8,21,759,13,757,3,Ю
2011,5,9,15,755,13,755,4,СВ
2011,5,10,19,751,16,751,3,СВ
2011,5,11,20,749,15,749,3,С
2011,5,12,18,749,11,747,3,З
2011,5,13,12,746,11,746,3,СВ
2011,5,14,11,746,12,745,3,В
2011,5,15,7,748,7,749,4,В
2011,5,16,17,750,13,750,1,ЮВ
2011,5,17,18,751,13,751,3,ЮЗ
2011,5,18,21,749,18,748,4,ЮЗ
2011,5,19,20,751,12,752,3,СЗ
2011,5,20,23,752,15,749,3,З
2011,5,21,26,749,18,749,1,ЮЗ
2011,5,22,24,750,21,750,3,С
2011,5,23,23,752,16,751,1,СВ
2011,5,24,20,751,13,751,3,СЗ
2011,5,25,23,748,18,745,2,ЮЗ
2011,5,26,16,747,12,748,4,СЗ
2011,5,27,17,747,14,747,5,СЗ
2011,5,28,22,747,14,747,3,С
2011,5,29,28,749,21,749,2,ЮЗ
2011,5,30,29,751,23,752,4,З
2011,5,31,25,755,19,754,2,С
2011,6,1,26,755,19,753,2,С
2011,6,2,27,753,19,751,2,С
2011,6,3,23,746,20,746,3,С
2011,6,4,17,745,17,744,4,С
2011,6,5,23,744,20,745,5,С
2011,6,6,22,748,17,749,4,С
2011,6,7,21,747,14,747,4,С
2011,6,8,19,745,15,744,3,СЗ
2011,6,9,18,742,15,741,2,С
2011,6,10,20,741,15,740,1,В
2011,6,11,26,739,21,739,3,С
2011,6,12,22,742,18,741,3,С
2011,6,13,24,743,21,742,1,С
2011,6,14,19,742,15,742,1,СВ
2011,6,15,21,744,16,745,4,С
2011,6,16,24,744,19,744,3,З
2011,6,17,20,745,17,746,4,СЗ
2011,6,18,23,745,25,743,4,Ю
2011,6,20,29,738,18,739,5,Ю
2011,6,21,20,743,15,743,2,СЗ
2011,6,22,24,743,16,744,4,С
2011,6,23,24,744,21,745,5,С
2011,6,24,25,744,22,743,1,СЗ
2011,6,25,24,743,22,742,2,В
2011,6,26,23,742,20,742,2,Ю
2011,6,27,27,743,24,744,2,В
2011,6,28,27,746,24,746,2,В
2011,6,29,28,748,25,748,3,В
2011,6,30,30,749,26,748,3,СВ
2011,7,1,28,747,25,746,3,В
2011,7,2,14,745,21,745,3,Ю
2011,7,3,29,744,21,744,2,З
2011,7,4,20,745,20,743,2,С
2011,7,5,25,742,22,743,2,Ю
2011,7,6,23,745,21,746,4,ЮЗ
2011,7,7,27,747,23,746,2,ЮВ
2011,7,8,27,744,19,744,2,Ю
2011,7,9,21,743,21,743,0,Ш
2011,7,10,25,743,22,745,4,С
2011,7,11,27,748,22,748,2,СВ
2011,7,12,28,748,22,747,1,ЮЗ
2011,7,13,30,748,23,748,3,З
2011,7,15,29,751,23,749,0,Ш
2011,7,16,31,747,27,746,3,Ю
2011,7,17,31,744,21,744,5,Ю
2011,7,18,27,745,22,746,2,С
2011,7,19,25,747,20,747,2,В
2011,7,20,27,746,20,746,3,В
2011,7,21,29,746,25,745,3,ЮВ
2011,7,22,31,746,26,746,5,ЮВ
2011,7,23,31,746,26,747,4,Ю
2011,7,24,33,748,27,748,2,Ю
2011,7,25,33,749,26,749,3,Ю
2011,7,26,32,751,26,751,1,С
2011,7,27,34,749,27,748,1,С
2011,7,28,35,744,21,744,0,Ш
2011,7,29,29,743,24,742,1,СЗ
2011,7,30,29,741,22,740,2,СЗ
2011,7,31,29,737,19,737,0,Ш
2011,8,1,25,737,22,739,4,С
2011,8,2,15,743,13,745,3,С
2011,8,3,20,747,17,748,4,В
2011,8,4,17,746,13,746,2,В
2011,8,5,22,744,22,744,4,СВ
2011,8,6,25,747,18,747,3,С
2011,8,7,25,748,20,747,3,З
2011,8,8,27,748,21,747,3,Ю
2011,8,9,30,746,25,746,6,ЮЗ
2011,8,10,31,745,19,746,6,ЮЗ
2011,8,11,25,746,20,745,3,С
2011,8,12,26,747,22,747,2,СВ
2011,8,13,32,746,24,746,2,В
2011,8,14,33,746,27,746,2,В
2011,8,15,32,746,23,746,3,СВ
2011,8,16,31,745,23,745,2,В
2011,8,17,29,745,23,745,3,В
2011,8,18,28,744,23,744,2,В
2011,8,19,20,747,18,746,3,СЗ
2011,8,20,23,744,20,744,1,С
2011,8,21,18,741,14,743,2,СВ
2011,8,22,21,747,13,748,3,С
2011,8,23,21,749,11,749,1,С
2011,8,24,20,750,11,751,3,С
2011,8,25,22,754,12,754,2,С
2011,8,26,24,755,18,755,3,З
2011,8,27,25,754,16,753,3,СЗ
2011,8,28,25,751,18,750,4,СЗ
2011,8,29,27,749,15,748,3,З
2011,8,30,28,746,18,745,4,ЮЗ
2011,8,31,29,745,21,744,3,Ю
2011,9,1,28,742,19,742,1,СВ
2011,9,2,16,742,13,742,2,С
2011,9,3,16,744,11,745,3,З
2011,9,4,19,748,13,749,2,С
2011,9,5,14,751,12,751,2,С
2011,9,6,13,749,12,748,3,С
2011,9,7,18,742,10,741,3,С
2011,9,8,17,736,14,735,2,Ю
2011,9,9,16,733,13,733,2,ЮЗ
2011,9,10,13,733,12,733,1,З
2011,9,11,15,734,13,737,3,С
2011,9,12,15,740,13,742,3,С
2011,9,13,14,742,12,742,2,З
2011,9,14,21,741,18,741,4,ЮЗ
2011,9,15,19,744,12,744,4,З
2011,9,16,17,743,11,743,3,З
2011,9,17,12,744,10,745,2,З
2011,9,18,16,749,8,751,3,С
2011,9,19,17,754,7,754,2,СЗ
2011,9,20,18,752,13,750,2,Ю
2011,9,21,17,748,10,749,3,СЗ
2011,9,22,16,749,12,747,3,ЮЗ
2011,9,23,21,742,13,742,5,ЮЗ
2011,9,24,14,743,9,744,2,З
2011,9,25,11,745,8,747,2,СЗ
2011,9,26,11,751,7,751,3,СЗ
2011,9,27,13,752,9,751,3,З
2011,9,28,12,745,8,745,2,СЗ
2011,9,29,10,744,9,747,2,С
2011,9,30,11,749,9,746,2,З
2011,10,1,9,737,8,739,3,С
2011,10,2,7,742,5,744,4,С
2011,10,3,6,744,0,744,3,СЗ
2011,10,4,8,741,9,741,2,ЮЗ
2011,10,5,13,738,10,739,3,ЮЗ
2011,10,6,12,743,9,744,3,З
2011,10,7,17,744,13,743,3,ЮЗ
2011,10,8,20,742,17,742,5,ЮЗ
2011,10,9,15,746,11,748,2,СЗ
2011,10,10,14,742,16,740,3,ЮВ
2011,10,11,11,739,9,740,6,ЮЗ
2011,10,12,12,739,11,737,3,Ю
2011,10,13,8,738,4,742,2,З
2011,10,14,6,747,2,748,2,З
2011,10,15,3,754,2,755,1,СЗ
2011,10,16,4,758,-1,758,4,СЗ
2011,10,17,5,757,4,757,2,ЮЗ
2011,10,18,7,756,5,754,3,Ю
2011,10,19,4,750,4,750,3,Ю
2011,10,20,10,752,7,752,2,Ю
2011,10,21,8,751,6,753,3,З
2011,10,22,6,757,1,756,2,З
2011,10,23,6,753,6,754,2,З
2011,10,24,3,759,3,760,3,С
2011,10,25,2,759,0,759,2,СЗ
2011,10,26,5,758,4,758,0,Ш
2011,10,27,4,760,3,760,2,С
2011,10,28,2,761,2,761,1,С
2011,10,29,1,756,3,754,4,ЮЗ
2011,10,30,8,751,3,750,4,СЗ
2011,10,31,10,745,8,744,3,З
2011,11,1,9,746,7,749,4,СЗ
2011,11,2,6,753,5,753,2,СЗ
2011,11,3,6,749,6,749,2,З
2011,11,4,4,751,1,753,3,С
2011,11,5,-1,760,-5,762,3,СВ
2011,11,6,-6,767,-9,767,2,С
2011,11,7,-3,763,-3,759,3,ЮЗ
2011,11,8,-1,744,0,739,3,З
2011,11,9,2,740,-1,744,5,С
2011,11,10,-2,753,-3,756,3,Ю
2011,11,11,-2,758,-2,756,2,СЗ
2011,11,12,1,759,0,762,2,С
2011,11,13,0,762,-1,760,3,СЗ
2011,11,14,-1,750,-1,747,3,СЗ
2011,11,15,-1,742,-8,746,4,С
2011,11,16,-3,747,-10,748,3,СЗ
2011,11,17,2,741,2,742,2,СЗ
2011,11,18,0,747,-3,747,2,СЗ
2011,11,19,1,741,1,737,4,ЮЗ
2011,11,20,-2,747,-5,750,3,С
2011,11,21,-5,755,-7,755,2,З
2011,11,22,-3,751,-7,755,3,С
2011,11,23,-6,763,-10,764,2,СЗ
2011,11,24,-3,760,-3,758,2,ЮЗ
2011,11,25,0,752,0,752,4,З
2011,11,26,0,743,-1,741,5,Ю
2011,11,27,3,741,2,740,3,ЮЗ
2011,11,28,3,730,2,731,4,ЮЗ
2011,11,29,1,741,1,745,4,СЗ
2011,11,30,-1,751,-2,751,3,С
2011,12,1,-3,750,-4,751,0,Ш
2011,12,2,-4,753,-4,752,3,Ю
2011,12,3,0,746,1,746,5,ЮЗ
2011,12,4,1,740,2,740,5,Ю
2011,12,5,5,737,4,735,4,Ю
2011,12,6,3,740,0,742,2,ЮЗ
2011,12,7,0,745,-3,747,2,Ю
2011,12,8,-2,749,-2,749,1,СВ
2011,12,9,0,749,0,749,2,Ю
2011,12,10,0,747,1,745,3,Ю
2011,12,11,0,743,-1,744,2,С
2011,12,12,1,749,0,752,3,СЗ
2011,12,13,-1,754,-2,753,4,Ю
2011,12,14,0,752,-1,752,3,Ю
2011,12,15,1,752,1,751,4,Ю
2011,12,16,0,749,0,747,5,Ю
2011,12,17,-1,747,-3,747,5,Ю
2011,12,18,-5,745,-4,745,6,Ю
2011,12,19,2,755,-1,757,4,Ю
2011,12,20,-3,753,-5,750,3,ЮВ
2011,12,21,-3,745,-2,745,3,ЮВ
2011,12,22,0,741,-1,741,2,ЮВ
2011,12,23,-4,746,-6,747,1,С
2011,12,24,-4,750,-6,750,1,З
2011,12,25,-9,750,-7,750,3,ЮЗ
2011,12,26,-3,740,2,736,7,ЮЗ
2011,12,27,2,739,4,734,4,З
2011,12,28,2,740,-1,744,6,СЗ
2011,12,29,-3,747,-2,746,5,Ю
2011,12,30,1,745,0,745,3,Ю
2011,12,31,-1,744,-1,745,2,Ю
2012,1,1,0,745,-3,746,2,ЮЗ
2012,1,2,-1,746,-1,748,3,С
2012,1,3,-3,748,-4,745,3,Ю
2012,1,4,-1,743,1,741,3,ЮЗ
2012,1,5,1,737,1,738,4,ЮЗ
2012,1,6,2,738,1,740,5,Ю
2012,1,7,1,742,1,745,3,Ю
2012,1,8,0,747,-1,747,4,ЮВ
2012,1,9,-2,748,-5,748,3,Ю
2012,1,10,-9,748,-9,749,1,ЮВ
2012,1,11,-3,749,-7,748,2,З
2012,1,12,-2,741,-2,741,3,ЮЗ
2012,1,13,0,733,0,733,7,Ю
2012,1,14,-3,739,-3,739,0,Ш
2012,1,15,-4,745,-4,743,3,ЮВ
2012,1,16,-6,748,-8,750,1,В
2012,1,17,-6,752,-8,754,0,Ш
2012,1,18,-8,757,-9,757,2,С
2012,1,19,-11,756,-13,756,3,Ю
2012,1,20,-14,754,-13,754,4,ЮВ
2012,1,21,-13,756,-11,756,4,ЮВ
2012,1,22,-15,756,-16,756,4,ЮВ
2012,1,23,-12,757,-15,758,6,ЮВ
2012,1,24,-13,761,-15,761,3,В
2012,1,25,-11,762,-15,763,2,СВ
2012,1,26,-11,768,-14,769,2,СВ
2012,1,27,-14,771,-14,770,2,С
2012,1,28,-12,768,-13,767,3,С
2012,1,29,-9,769,-14,770,3,С
2012,1,30,-15,770,-16,770,2,С
2012,1,31,-19,768,-21,768,3,СВ
2012,2,1,-20,766,-20,766,2,СВ
2012,2,2,-17,764,-20,766,3,В
2012,2,3,-19,772,-21,773,2,ЮВ
2012,2,4,-18,775,-17,772,2,ЮВ
2012,2,5,-12,769,-15,769,2,ЮВ
2012,2,7,-16,772,-18,770,0,Ш
2012,2,8,-16,763,-18,762,3,С
2012,2,9,-16,759,-16,758,3,С
2012,2,10,-15,758,-18,760,3,С
2012,2,11,-18,758,-21,756,3,С
2012,2,12,-18,754,-18,753,4,ЮВ
2012,2,13,-18,756,-18,755,3,Ю
2012,2,14,-16,753,-13,747,3,В
2012,2,15,-4,739,-8,742,5,Ю
2012,2,16,-12,747,-10,749,3,В
2012,2,17,-8,751,-11,751,2,ЮВ
2012,2,18,-10,754,-12,756,4,Ю
2012,2,19,-11,760,-15,761,2,ЮВ
2012,2,20,-9,761,-11,759,4,Ю
2012,2,21,-6,755,-6,754,3,Ю
2012,2,22,-4,748,-5,748,5,ЮЗ
2012,2,23,-1,742,-2,737,7,Ю
2012,2,24,-2,733,-2,733,5,Ю
2012,2,25,-2,730,-1,731,2,ЮВ
2012,2,26,0,733,-2,735,2,В
2012,2,27,-3,740,-3,743,2,С
2012,2,28,-3,745,-5,744,2,СЗ
2012,2,29,-2,743,-3,745,3,С
2012,3,1,-3,746,-4,746,3,С
2012,3,2,-4,743,-11,742,2,С
2012,3,3,-3,740,-5,741,4,С
2012,3,4,-2,741,-3,742,3,С
2012,3,5,-4,746,-6,747,3,С
2012,3,6,-4,746,-6,748,5,С
2012,3,7,-7,750,-9,750,3,С
2012,3,8,-8,752,-11,754,3,З
2012,3,9,-6,755,-4,754,4,СЗ
2012,3,10,-3,755,-8,753,2,З
2012,3,11,-3,749,-7,749,4,Ю
2012,3,12,-3,740,0,736,7,Ю
2012,3,13,3,734,0,731,4,З
2012,3,14,1,732,-3,734,4,С
2012,3,15,-4,741,-6,745,3,С
2012,3,16,-4,749,-11,749,2,СЗ
2012,3,17,2,745,1,744,3,З
2012,3,18,3,742,3,744,4,СЗ
2012,3,19,3,746,2,743,2,Ю
2012,3,20,1,737,1,738,7,ЮЗ
2012,3,21,0,741,-1,744,3,С
2012,3,22,3,748,-1,748,5,СЗ
2012,3,23,-1,737,-3,742,3,В
2012,3,24,-3,749,-6,750,3,С
2012,3,25,-1,744,-3,741,4,ЮВ
2012,3,26,0,740,-2,742,6,СВ
2012,3,27,-1,739,-5,740,4,СЗ
2012,3,28,0,742,-4,740,3,З
2012,3,29,2,734,0,731,6,Ю
2012,3,30,4,729,2,732,5,ЮЗ
2012,3,31,0,726,0,729,4,С
2012,4,1,0,726,0,727,3,СВ
2012,4,2,0,737,-2,736,4,ЮЗ
2012,4,3,2,740,-1,743,6,ЮЗ
2012,4,4,3,752,0,752,3,ЮЗ
2012,4,5,0,743,0,746,3,С
2012,4,6,4,749,-2,747,2,ЮВ
2012,4,7,4,738,5,736,2,Ю
2012,4,8,6,735,2,738,2,З
2012,4,9,5,737,7,736,2,ЮВ
2012,4,10,3,745,2,745,3,СВ
2012,4,11,4,746,3,747,2,С
2012,4,12,4,747,5,745,1,СВ
2012,4,13,4,735,3,738,3,С
2012,4,14,10,745,8,745,2,Ю
2012,4,15,16,747,14,747,2,ЮВ
2012,4,16,20,743,20,743,3,ЮВ
2012,4,17,18,743,14,742,4,ЮЗ
2012,4,18,12,741,8,742,2,С
2012,4,19,13,746,9,746,3,СВ
2012,4,20,20,742,18,741,3,ЮВ
2012,4,21,17,743,12,742,1,СЗ
2012,4,22,20,742,13,743,3,ЮЗ
2012,4,23,16,744,13,744,3,Ю
2012,4,24,20,746,15,746,4,ЮЗ
2012,4,25,23,748,16,749,4,ЮЗ
2012,4,26,24,750,19,749,4,ЮЗ
2012,4,27,20,752,15,752,3,СЗ
2012,4,28,25,752,21,751,3,СЗ
2012,4,29,29,746,15,745,6,З
2012,4,30,13,749,10,750,3,С
2012,5,1,18,742,10,742,4,З
2012,5,2,13,747,7,745,3,СЗ
2012,5,3,19,740,14,739,5,З
2012,5,4,17,743,12,745,3,С
2012,5,5,24,743,19,741,6,Ю
2012,5,6,22,746,19,746,2,С
2012,5,7,25,747,14,748,2,З
2012,5,8,24,749,18,749,2,Ю
2012,5,9,25,751,15,752,4,Ю
2012,5,10,13,757,11,757,2,С
2012,5,11,20,755,17,752,3,ЮЗ
2012,5,12,26,747,21,744,3,ЮЗ
2012,5,13,14,747,11,748,3,С
2012,5,14,15,750,12,751,3,СВ
2012,5,15,21,750,20,750,3,В
2012,5,16,24,751,19,750,3,ЮВ
2012,5,17,24,749,19,749,3,В
2012,5,18,24,751,17,752,3,Ю
2012,5,19,27,755,18,754,3,Ю
2012,5,20,27,755,17,754,3,ЮВ
2012,5,21,27,752,18,751,2,ЮВ
2012,5,22,27,749,18,748,0,Ш
2012,5,23,20,746,13,749,5,СВ
2012,5,24,15,753,11,754,4,СВ
2012,5,25,16,752,13,751,5,СВ
2012,5,26,18,747,12,746,3,СВ
2012,5,27,19,745,14,745,4,СВ
2012,5,28,20,742,16,742,2,З
2012,5,29,24,743,19,743,3,З
2012,5,30,18,743,15,742,3,ЮВ
2012,5,31,13,743,11,744,2,З
2012,6,1,17,747,10,747,0,Ш
2012,6,2,20,744,15,742,5,ЮВ
2012,6,3,14,743,9,743,6,З
2012,6,4,17,745,12,745,3,ЮЗ
2012,6,5,19,746,14,746,1,СЗ
2012,6,6,26,742,16,742,3,Ю
2012,6,7,25,739,17,738,2,В
2012,6,8,16,737,13,737,6,ЮЗ
2012,6,9,19,744,16,746,5,З
2012,6,10,23,744,18,744,2,Ю
2012,6,11,22,745,20,744,1,Ю
2012,6,12,28,741,24,739,3,Ю
2012,6,13,26,742,21,741,1,ЮЗ
2012,6,14,26,746,21,747,4,З
2012,6,15,26,747,22,746,2,В
2012,6,16,20,744,18,744,1,СЗ
2012,6,17,23,747,20,747,4,С
2012,6,18,23,749,19,749,4,СЗ
2012,6,19,24,749,19,747,3,З
2012,6,20,25,745,20,745,3,СЗ
2012,6,21,23,748,19,748,3,С
2012,6,22,23,749,18,749,3,С
2012,6,23,23,749,18,748,1,С
2012,6,24,23,746,18,748,1,В
2012,6,25,23,748,17,747,1,З
2012,6,26,26,743,25,739,4,Ю
2012,6,27,21,742,15,742,3,ЮЗ
2012,6,28,22,743,14,744,2,З
2012,6,29,20,744,15,746,1,СВ
2012,6,30,20,748,15,749,3,СЗ
2012,7,1,23,752,16,752,3,З
2012,7,2,24,750,18,749,2,З
2012,7,3,27,747,25,747,3,С
2012,7,4,27,746,23,747,2,СВ
2012,7,5,28,749,24,749,2,С
2012,7,6,28,749,22,749,2,С
2012,7,7,25,748,21,748,3,СВ
2012,7,8,25,749,19,748,2,В
2012,7,9,27,747,22,746,3,Ю
2012,7,10,31,746,24,746,4,Ю
2012,7,11,31,747,22,746,3,ЮЗ
2012,7,12,30,744,26,743,3,ЮВ
2012,7,13,27,741,22,743,4,Ю
2012,7,14,25,746,18,746,8,С
2012,7,15,28,744,23,743,4,Ю
2012,7,16,24,744,20,744,3,З
2012,7,17,21,742,17,742,3,С
2012,7,18,22,742,17,742,4,З
2012,7,19,14,742,13,742,3,З
2012,7,20,23,739,19,739,6,ЮЗ
2012,7,21,21,745,17,747,4,З
2012,7,22,24,751,20,751,2,Ю
2012,7,23,23,754,17,753,2,СЗ
2012,7,24,24,753,21,752,3,З
2012,7,25,25,753,21,752,2,СЗ
2012,7,26,29,750,22,748,1,ЮВ
2012,7,27,28,747,20,748,2,СЗ
2012,7,28,27,750,20,751,2,В
2012,7,29,27,753,18,753,2,В
2012,7,30,29,752,20,750,2,ЮЗ
2012,7,31,29,749,20,749,2,З
2012,8,1,32,749,22,748,1,З
2012,8,2,30,751,24,751,3,СВ
2012,8,3,27,751,23,750,2,В
2012,8,4,28,748,22,746,1,СЗ
2012,8,5,27,746,23,747,1,ЮВ
2012,8,6,28,749,22,749,1,СВ
2012,8,7,32,747,27,745,3,ЮЗ
2012,8,8,25,747,19,746,2,З
2012,8,9,25,747,19,746,2,СЗ
2012,8,10,23,746,18,746,1,С
2012,8,11,15,747,13,748,2,СВ
2012,8,12,24,749,16,749,0,Ш
2012,8,13,26,748,21,747,3,СВ
2012,8,14,24,745,19,746,2,В
2012,8,15,26,745,19,745,2,В
2012,8,16,23,743,15,744,2,СВ
2012,8,17,25,744,17,744,2,Ю
2012,8,18,20,743,17,744,2,С
2012,8,19,19,746,15,746,1,С
2012,8,20,19,740,17,738,3,ЮЗ
2012,8,21,9,744,9,746,5,С
2012,8,22,19,744,10,745,3,С
2012,8,23,20,741,16,741,4,З
2012,8,24,19,743,15,744,5,СЗ
2012,8,25,21,743,16,743,1,СЗ
2012,8,26,17,744,13,746,1,С
2012,8,27,21,746,16,745,2,Ю
2012,8,28,19,741,17,741,1,С
2012,8,29,17,741,16,741,1,СВ
2012,8,30,14,744,13,747,5,С
2012,8,31,15,750,11,737,3,С
2012,9,3,19,750,12,749,1,СЗ
2012,9,4,18,746,11,744,1,З
2012,9,5,19,746,10,746,2,СЗ
2012,9,6,20,744,15,743,1,З
2012,9,7,16,741,9,741,3,З
2012,9,8,17,740,8,740,4,З
2012,9,9,8,734,8,739,3,СЗ
2012,9,10,12,748,9,749,4,З
2012,9,11,16,750,9,749,3,З
2012,9,12,23,745,16,746,4,З
2012,9,13,23,747,12,746,3,ЮЗ
2012,9,14,25,747,17,746,4,Ю
2012,9,15,21,743,18,742,1,З
2012,9,16,18,743,10,746,3,СЗ
2012,9,17,19,751,9,751,2,СЗ
2012,9,18,19,753,10,752,1,СЗ
2012,9,19,20,752,14,751,3,ЮВ
2012,9,20,22,751,14,751,4,Ю
2012,9,21,21,751,13,750,2,ЮВ
2012,9,22,21,749,17,748,3,Ю
2012,9,23,17,742,12,741,3,Ю
2012,9,24,13,739,9,738,4,ЮЗ
2012,9,25,13,741,10,743,4,З
2012,9,26,15,748,7,749,3,З
2012,9,27,16,753,13,752,2,Ю
2012,9,28,24,748,20,744,5,Ю
2012,9,29,16,750,6,751,3,З
2012,9,30,14,748,12,743,3,Ю
2012,10,1,13,750,11,752,4,СЗ
2012,10,2,15,756,10,755,2,З
2012,10,3,10,752,11,750,3,Ю
2012,10,4,20,748,15,748,3,Ю
2012,10,5,18,746,11,745,4,Ю
2012,10,6,11,741,11,743,5,ЮЗ
2012,10,7,17,740,9,744,6,ЮЗ
2012,10,8,14,740,12,737,2,СВ
2012,10,9,6,738,5,737,3,С
2012,10,10,8,738,5,741,5,ЮЗ
2012,10,11,10,747,5,748,3,Ю
2012,10,12,7,746,8,745,2,СВ
2012,10,13,7,747,4,748,2,СЗ
2012,10,14,10,752,4,752,3,З
2012,10,15,10,753,8,753,2,ЮВ
2012,10,16,9,754,9,753,1,ЮВ
2012,10,17,15,751,15,749,2,Ю
2012,10,18,13,751,12,753,2,Ю
2012,10,19,15,757,12,757,1,ЮЗ
2012,10,20,16,755,10,755,4,ЮЗ
2012,10,21,12,751,9,750,4,ЮЗ
2012,10,22,7,751,3,755,3,С
2012,10,23,1,755,0,754,1,В
2012,10,24,1,748,0,748,1,С
2012,10,25,2,742,0,738,5,Ю
2012,10,26,5,728,1,734,6,З
2012,10,28,6,739,10,736,6,Ю
2012,10,29,1,747,0,751,4,С
2012,10,30,0,746,1,741,4,В
2012,10,31,3,738,0,746,6,ЮЗ
2012,11,1,2,756,0,757,2,ЮЗ
2012,11,2,1,757,1,755,3,Ю
2012,11,3,2,748,2,747,3,Ю
2012,11,4,8,746,7,745,5,Ю
2012,11,5,9,746,9,744,2,ЮВ
2012,11,6,10,731,6,733,6,Ю
2012,11,7,4,739,3,739,4,З
2012,11,8,4,739,1,741,4,З
2012,11,9,7,740,6,741,4,ЮЗ
2012,11,10,-1,755,-5,758,3,С
2012,11,11,-1,761,-2,759,1,ЮВ
2012,11,12,3,752,2,751,5,ЮЗ
2012,11,13,5,751,3,751,1,З
2012,11,14,3,752,2,751,3,З
2012,11,15,5,746,5,743,3,З
2012,11,16,6,747,3,749,4,СЗ
2012,11,17,4,754,3,755,2,З
2012,11,18,2,756,-1,755,3,Ю
2012,11,19,-1,754,0,755,5,Ю
2012,11,20,1,759,1,760,1,ЮЗ
2012,11,21,2,762,1,763,2,ЮЗ
2012,11,22,4,764,2,763,1,ЮЗ
2012,11,23,0,762,-1,760,3,Ю
2012,11,24,-3,758,-4,758,2,Ю
2012,11,25,-4,755,-4,753,2,ЮВ
2012,11,26,-1,747,-1,746,2,ЮЗ
2012,11,27,0,747,0,748,2,З
2012,11,28,0,748,-1,747,1,ЮВ
2012,11,29,-3,744,-4,743,3,В
2012,11,30,2,736,6,737,4,ЮВ
2012,12,1,4,745,3,746,0,Ш
2012,12,2,1,746,-1,748,4,СЗ
2012,12,3,-2,747,-4,742,2,В
2012,12,4,2,728,-2,732,5,Ю
2012,12,5,-3,744,-6,746,2,З
2012,12,6,-4,748,-4,747,2,ЮВ
2012,12,7,-5,745,-5,745,2,В
2012,12,8,-1,749,0,751,2,ЮВ
2012,12,9,-5,757,-12,758,0,Ш
2012,12,10,0,756,0,756,2,ЮВ
2012,12,11,-5,758,-9,759,2,ЮВ
2012,12,12,-10,760,-11,759,3,В
2012,12,13,-7,761,-9,763,4,В
2012,12,14,-13,769,-14,770,3,В
2012,12,15,-13,773,-15,773,2,В
2012,12,16,-12,771,-16,769,1,ЮВ
2012,12,17,-17,764,-19,764,1,СВ
2012,12,18,-15,767,-16,768,2,В
2012,12,19,-16,769,-16,769,1,ЮВ
2012,12,20,-15,765,-18,764,1,В
2012,12,21,-15,761,-15,761,1,СВ
2012,12,22,-14,761,-18,761,3,СВ
2012,12,23,-20,762,-22,762,2,С
2012,12,24,-18,761,-20,758,1,Ю
2012,12,25,-15,752,-12,749,4,Ю
2012,12,26,0,740,1,743,4,ЮЗ
2012,12,27,0,740,0,737,2,Ю
2012,12,28,1,742,1,743,4,ЮЗ
2012,12,29,-2,745,-3,745,3,ЮЗ
2012,12,30,-5,748,-6,750,4,З
2012,12,31,-7,746,-7,745,2,Ю
2013,1,1,-3,748,-3,749,2,Ю
2013,1,2,-2,748,-6,748,3,Ю
2013,1,3,-2,744,-2,742,3,ЮЗ
2013,1,4,0,741,-1,742,2,ЮЗ
2013,1,5,-1,740,-2,740,1,СВ
2013,1,6,-2,740,-3,741,3,С
2013,1,7,-3,747,-4,749,2,С
2013,1,8,-5,751,-7,751,2,С
2013,1,9,-10,749,-10,748,1,С
2013,1,10,-12,746,-15,745,2,Ю
2013,1,11,-10,745,-10,746,2,ЮВ
2013,1,12,-10,750,-14,750,2,С
2013,1,13,-9,748,-10,749,3,З
2013,1,14,-7,752,-6,751,2,З
2013,1,15,-8,752,-12,752,3,З
2013,1,16,-7,747,-7,746,1,ЮВ
2013,1,17,-7,744,-8,745,3,В
2013,1,18,-7,743,-8,743,2,В
2013,1,19,-9,743,-14,743,0,Ш
2013,1,20,-7,738,-7,737,1,СВ
2013,1,21,-7,737,-14,739,3,З
2013,1,22,-14,743,-19,743,2,З
