year,month,day,t(day),p(day),t(night),p(night),wspeed,wdir
2002,10,1,13,744,10,742,4,ЮЗ
2002,10,2,5,745,2,745,4,СЗ
2002,10,3,5,738,1,738,3,З
2002,10,4,5,743,0,746,3,СЗ
2002,10,5,7,748,2,747,4,З
2002,10,6,0,744,0,748,2,С
2002,10,7,4,751,3,750,1,В
2002,10,8,4,737,7,737,3,В
2002,10,9,8,741,4,741,3,ЮВ
2002,10,10,3,747,0,747,3,ЮЗ
2002,10,11,3,749,1,750,2,З
2002,10,12,1,753,1,754,2,С
2002,10,13,0,758,-2,762,2,С
2002,10,14,1,764,-4,763,1,В
2002,10,15,2,759,0,755,2,ЮВ
2002,10,16,0,745,0,742,3,Ю
2002,10,17,7,740,7,739,2,ЮЗ
2002,10,18,13,738,13,736,3,Ю
2002,10,19,11,738,8,743,5,З
2002,10,20,5,748,2,746,2,Ю
2002,10,21,2,741,1,742,4,З
2002,10,22,1,745,0,745,2,З
2002,10,23,3,741,7,738,1,В
2002,10,24,10,740,7,742,3,З
2002,10,25,9,744,9,743,3,Ю
2002,10,26,3,743,2,744,5,З
2002,10,27,3,737,3,737,2,ЮВ
2002,10,28,7,738,5,734,3,ЮВ
2002,10,29,7,730,6,731,2,ЮВ
2002,10,30,3,736,1,738,3,СЗ
2002,10,31,2,744,1,745,1,ЮЗ
2002,11,1,1,749,0,750,2,ЮЗ
2002,11,2,2,747,1,747,2,ЮВ
2002,11,3,0,741,0,734,3,СВ
2002,11,4,-2,738,-4,742,5,СЗ
2002,11,5,-2,747,-2,750,3,З
2002,11,6,-2,756,-5,756,4,З
2002,11,7,0,753,-4,753,3,ЮЗ
2002,11,8,-1,747,0,745,5,Ю
2002,11,9,0,741,1,738,1,В
2002,11,10,0,735,0,735,1,С
2002,11,11,-2,737,-2,737,2,З
2002,11,12,-2,741,-3,741,2,ЮЗ
2002,11,13,-6,747,-5,746,2,ЮЗ
2002,11,14,0,743,0,744,3,ЮЗ
2002,11,15,0,746,0,747,4,Ю
2002,11,16,4,742,5,743,3,Ю
2002,11,17,4,747,6,744,2,ЮВ
2002,11,18,9,742,7,745,5,ЮЗ
2002,11,19,5,753,4,752,1,СЗ
2002,11,20,7,744,5,744,2,Ю
2002,11,21,7,745,2,747,3,Ю
2002,11,22,1,750,0,749,2,Ю
2002,11,23,0,751,-4,753,2,С
2002,11,24,-5,759,-6,759,1,С
2002,11,25,-6,761,-6,760,1,Ю
2002,11,26,-4,759,-2,758,3,ЮЗ
2002,11,27,0,750,0,747,5,Ю
2002,11,28,1,745,0,746,3,З
2002,11,29,-14,756,-16,759,5,С
2002,11,30,-14,767,-16,769,4,С
2002,12,1,-14,772,-17,772,2,С
2002,12,2,-10,770,-10,768,2,ЮВ
2002,12,3,-7,763,-8,760,2,ЮВ
2002,12,4,-6,756,-6,756,2,ЮВ
2002,12,5,-7,757,-10,758,3,С
2002,12,6,-12,763,-10,761,3,СЗ
2002,12,7,-10,758,-13,758,5,С
2002,12,8,-16,687,-18,762,3,СЗ
2002,12,9,-11,755,-12,756,3,СЗ
2002,12,10,-10,752,-10,750,3,З
2002,12,11,-7,751,-10,750,3,СЗ
2002,12,12,-3,743,-2,744,2,З
2002,12,13,-12,754,-14,755,2,С
2002,12,14,-17,762,-19,763,0,Ш
2002,12,15,-10,762,-9,762,2,З
2002,12,16,-6,764,-15,765,1,З
2002,12,17,-10,764,-8,762,1,ЮВ
2002,12,18,-13,758,-14,754,4,Ю
2002,12,19,-15,754,-17,754,1,ЮВ
2002,12,20,-11,751,-13,749,1,ЮЗ
2002,12,21,-8,739,-9,738,5,Ю
2002,12,22,-8,736,-10,736,2,ЮЗ
2002,12,23,-13,737,-16,738,2,З
2002,12,24,-17,739,-20,741,4,СЗ
2002,12,25,-10,742,-11,743,2,СЗ
2002,12,26,-16,746,-17,746,2,СЗ
2002,12,27,-18,746,-24,746,1,З
2002,12,28,-24,748,-28,750,0,Ш
2002,12,29,-21,750,-17,744,2,ЮВ
2002,12,30,-6,729,-2,799,3,ЮВ
2002,12,31,-13,729,-20,733,7,З
2003,1,1,-21,741,-12,740,3,ЮЗ
2003,1,2,-11,744,-10,743,3,Ю
2003,1,3,-5,735,-3,732,5,Ю
2003,1,4,0,729,-1,730,1,Ю
2003,1,5,-5,734,-4,733,1,Ю
2003,1,6,-21,742,-24,744,2,ЮЗ
2003,1,7,-23,749,-26,750,1,ЮЗ
2003,1,8,-23,747,-25,747,1,Ю
2003,1,9,-14,745,-10,744,3,ЮЗ
2003,1,10,-9,746,-10,746,3,ЮЗ
2003,1,11,-24,750,-27,751,2,З
2003,1,12,-15,744,-13,743,5,Ю
2003,1,13,-7,742,-5,738,5,Ю
2003,1,14,-8,743,-14,743,1,СЗ
2003,1,15,0,732,0,734,2,З
2003,1,16,1,738,1,738,4,З
2003,1,17,0,748,-3,744,5,З
2003,1,18,1,748,1,748,4,ЮЗ
2003,1,19,0,747,0,749,4,ЮЗ
2003,1,20,0,750,0,751,2,З
2003,1,22,-1,757,-3,758,4,Ю
2003,1,23,-5,759,-7,759,4,Ю
2003,1,24,-7,759,-7,760,2,Ю
2003,1,25,-6,757,-4,754,3,ЮЗ
2003,1,26,0,753,0,752,1,ЮЗ
2003,1,27,0,744,-1,743,4,ЮЗ
2003,1,28,-1,735,-1,733,4,Ю
2003,1,29,-2,728,0,729,4,Ю
2003,1,30,-1,732,-2,732,3,Ю
2003,1,31,-2,737,-1,738,3,ЮЗ
2003,2,1,-8,744,-13,745,2,ЮЗ
2003,2,2,-13,747,-20,749,2,СЗ
2003,2,3,-17,752,-20,751,1,СЗ
2003,2,4,-15,748,-13,749,2,СВ
2003,2,5,-10,750,-13,752,1,ЮВ
2003,2,6,-10,753,-11,753,2,ЮВ
2003,2,7,-9,752,-6,752,3,В
2003,2,8,-4,759,-8,761,2,В
2003,2,9,-8,762,-12,762,4,В
2003,2,10,-12,762,-14,762,1,ЮЗ
2003,2,12,-12,759,-11,756,2,ЮЗ
2003,2,13,-5,750,-3,749,3,З
2003,2,14,-1,747,-2,746,2,СЗ
2003,2,15,-12,756,-19,759,4,С
2003,2,16,-12,760,-10,756,3,З
2003,2,17,-5,745,-4,745,4,СЗ
2003,2,18,-4,744,-6,743,3,СЗ
2003,2,19,-4,739,-4,738,0,Ш
2003,2,20,-7,742,-8,747,5,С
2003,2,21,-11,757,-12,758,2,З
2003,2,22,-4,758,-8,756,2,ЮЗ
2003,2,23,-2,759,-9,759,1,С
2003,2,24,-4,757,-4,759,2,СЗ
2003,2,25,-4,755,-4,754,3,З
2003,2,26,-2,756,-3,756,2,СЗ
2003,2,27,-2,760,-10,760,2,СВ
2003,2,28,-4,762,-9,760,3,Ю
2003,3,1,-10,758,-15,757,1,Ю
2003,3,2,-9,757,-14,756,1,Ю
2003,3,3,-7,759,-13,759,0,Ш
2003,3,4,-8,762,-13,761,2,Ю
2003,3,5,-4,760,-10,760,1,З
2003,3,6,-5,760,-11,759,1,З
2003,3,7,-6,762,-11,761,0,Ш
2003,3,8,-2,761,-8,760,2,Ю
2003,3,9,-3,756,-4,754,2,ЮВ
2003,3,10,0,754,-5,755,5,Ю
2003,3,11,-1,753,-1,751,5,Ю
2003,3,12,0,747,-1,745,4,ЮВ
2003,3,13,0,750,-2,753,3,В
2003,3,14,1,759,0,758,2,З
2003,3,15,2,755,0,753,1,З
2003,3,16,1,753,-4,753,5,СЗ
2003,3,17,0,749,-5,746,2,Ю
2003,3,18,0,741,0,742,1,ЮЗ
2003,3,19,0,742,0,740,4,ЮЗ
2003,3,20,0,732,0,731,3,Ю
2003,3,22,-6,749,-6,753,4,С
2003,3,23,-3,754,-5,753,2,ЮЗ
2003,3,24,-5,741,-1,738,6,Ю
2003,3,25,0,741,-1,741,4,СЗ
2003,3,26,1,750,0,753,2,ЮЗ
2003,3,27,0,756,-4,753,2,З
2003,3,28,4,749,1,747,4,ЮЗ
2003,3,29,6,746,2,748,4,З
2003,3,30,4,746,2,744,5,Ю
2003,3,31,3,739,2,738,7,Ю
2003,4,1,2,740,0,738,1,В
2003,4,2,-2,741,-4,743,6,Ю
2003,4,3,0,747,0,747,3,Ю
2003,4,4,4,745,2,744,5,Ю
2003,4,5,1,738,2,738,2,Ю
2003,4,6,2,737,0,735,4,СВ
2003,4,7,2,738,0,744,5,Ю
2003,4,8,6,748,6,747,5,В
2003,4,9,5,747,2,748,6,В
2003,4,10,3,758,0,759,2,Ю
2003,4,11,0,756,0,753,3,СЗ
2003,4,12,7,754,4,754,3,ЮЗ
2003,4,13,9,755,5,756,2,В
2003,4,14,10,758,6,759,2,С
2003,4,15,11,762,6,762,3,Ю
2003,4,16,10,764,6,763,4,Ю
2003,4,17,11,762,7,762,4,ЮВ
2003,4,18,11,765,4,764,2,Ю
2003,4,19,13,759,7,756,2,С
2003,4,20,14,751,9,750,3,СЗ
2003,4,21,15,751,9,752,4,Ю
2003,4,22,16,752,10,750,2,СЗ
2003,4,23,17,749,11,747,1,З
2003,4,24,15,743,10,742,2,З
2003,4,25,4,744,0,747,6,СЗ
2003,4,26,2,748,-1,748,4,С
2003,4,27,1,750,-1,750,3,СЗ
2003,4,28,2,750,1,747,4,Ю
2003,4,29,10,747,8,747,3,Ю
2003,4,30,12,745,12,745,4,ЮЗ
2003,5,1,21,745,18,740,4,ЮЗ
2003,5,2,17,743,11,743,7,З
2003,5,3,15,747,10,747,5,З
2003,5,4,11,738,10,744,6,ЮВ
2003,5,5,7,741,7,747,3,С
2003,5,6,15,754,10,753,3,С
2003,5,7,20,750,15,747,4,ЮЗ
2003,5,8,17,743,12,744,4,З
2003,5,9,16,747,11,747,4,СЗ
2003,5,10,20,750,17,750,4,ЮЗ
2003,5,11,18,751,15,752,2,Ю
2003,5,12,23,752,17,753,1,ЮЗ
2003,5,13,21,752,17,752,2,ЮВ
2003,5,14,24,752,19,752,3,В
2003,5,15,21,752,15,751,3,Ю
2003,5,16,18,747,13,747,2,В
2003,5,17,13,746,9,747,2,ЮЗ
2003,5,18,16,750,11,750,3,З
2003,5,19,20,750,14,750,3,Ю
2003,5,20,23,750,17,750,3,ЮЗ
2003,5,21,25,750,20,750,4,ЮЗ
2003,5,22,26,751,21,750,1,СВ
2003,5,23,27,747,22,747,5,ЮЗ
2003,5,24,25,750,20,750,0,Ш
2003,5,25,26,751,18,750,3,СЗ
2003,5,26,22,754,17,753,1,С
2003,5,27,24,751,19,749,2,Ю
2003,5,28,24,745,19,744,2,СЗ
2003,5,29,13,744,11,744,2,С
2003,5,30,13,747,9,747,4,СЗ
2003,5,31,19,744,17,741,4,ЮЗ
2003,6,1,15,737,12,737,3,СЗ
2003,6,2,9,741,6,743,4,З
2003,6,3,5,731,4,747,3,З
2003,6,4,9,747,7,747,4,СЗ
2003,6,5,18,743,14,742,4,ЮЗ
2003,6,6,17,741,14,739,2,З
2003,6,7,12,739,11,743,0,Ш
2003,6,8,13,744,11,744,2,З
2003,6,9,19,747,14,747,3,СЗ
2003,6,10,18,741,18,740,4,Ю
2003,6,11,15,742,12,744,5,З
2003,6,12,14,742,13,742,1,ЮВ
2003,6,13,16,743,12,740,3,ЮЗ
2003,6,14,12,738,10,740,5,СЗ
2003,6,15,16,741,11,741,3,СЗ
2003,6,16,15,741,10,741,4,З
2003,6,21,19,735,15,735,3,З
2003,6,22,15,734,13,735,5,Ю
2003,6,23,18,737,14,738,2,ЮЗ
2003,6,24,16,741,13,742,3,СЗ
2003,6,25,19,741,13,741,1,СЗ
2003,6,26,17,740,15,740,2,СВ
2003,6,27,19,739,15,739,3,СВ
2003,6,28,12,738,11,738,3,СЗ
2003,6,29,13,741,12,741,3,З
2003,6,30,15,740,14,740,2,З
2003,7,1,18,740,15,740,0,Ш
2003,7,2,23,741,17,741,2,СЗ
2003,7,3,24,742,18,743,4,ЮЗ
2003,7,4,25,743,20,742,3,З
2003,7,5,26,741,20,741,1,ЮЗ
2003,7,6,26,740,20,739,2,Ю
2003,7,7,26,737,18,735,2,В
2003,7,8,24,736,20,738,6,ЮВ
2003,7,9,25,738,18,738,1,В
2003,7,10,25,738,19,738,3,Ю
2003,7,11,22,739,18,739,1,СВ
2003,7,12,23,741,19,741,2,ЮЗ
2003,7,13,19,741,19,741,1,Ю
2003,7,14,26,745,21,747,1,Ю
2003,7,15,27,749,23,747,2,В
2003,7,16,23,747,19,747,2,СВ
2003,7,17,19,750,18,750,3,СВ
2003,7,18,24,750,19,749,2,СВ
2003,7,19,22,748,18,748,3,С
2003,7,20,20,748,17,749,4,СВ
2003,7,21,22,752,16,752,2,ЮВ
2003,7,22,23,753,17,753,2,СЗ
2003,7,23,24,753,17,752,2,ЮЗ
2003,7,24,25,751,20,750,1,Ю
2003,7,25,26,750,19,749,2,Ю
2003,7,26,26,750,20,750,1,В
2003,7,27,25,751,20,751,2,Ю
2003,7,28,28,754,20,754,2,Ю
2003,7,29,27,753,21,753,1,Ю
2003,7,30,26,750,17,750,3,С
2003,7,31,24,750,17,750,2,В
2003,8,1,19,753,18,744,2,СВ
2003,8,2,25,754,18,754,2,СВ
2003,8,3,26,753,18,753,2,ЮВ
2003,8,4,27,752,19,751,1,СВ
2003,8,5,25,748,20,747,2,З
2003,8,6,22,745,17,745,2,Ю
2003,8,7,21,744,17,743,3,Ю
2003,8,8,21,743,17,744,3,З
2003,8,9,23,744,16,744,2,З
2003,8,10,23,744,16,743,2,ЮЗ
2003,8,11,23,743,16,743,3,ЮВ
2003,8,12,15,741,16,738,2,В
2003,8,13,16,734,13,734,2,СВ
2003,8,14,19,737,15,738,3,СЗ
2003,8,15,23,741,18,741,3,Ю
2003,8,16,22,741,16,741,3,З
2003,8,17,21,744,15,745,4,З
2003,8,18,18,747,14,747,3,З
2003,8,19,16,748,12,748,1,СЗ
2003,8,20,20,748,17,747,2,В
2003,8,21,15,743,15,742,4,ЮВ
2003,8,22,21,744,15,744,3,З
2003,8,23,20,742,16,742,2,Ю
2003,8,24,22,739,16,736,2,Ю
2003,8,25,18,735,15,743,5,ЮЗ
2003,8,26,18,736,14,738,3,ЮЗ
2003,8,27,18,738,13,738,3,Ю
2003,8,28,16,738,11,741,6,ЮЗ
2003,8,29,19,747,9,747,4,З
2003,8,30,22,741,21,738,6,Ю
2003,8,31,19,741,15,742,4,З
2003,9,1,19,743,14,738,2,В
2003,9,2,13,740,11,743,3,СЗ
2003,9,3,16,748,13,748,1,В
2003,9,4,12,747,11,746,3,ЮВ
2003,9,5,13,744,11,744,2,С
2003,9,6,10,748,8,749,3,СЗ
2003,9,7,10,748,10,744,4,С
2003,9,8,8,736,8,736,2,С
2003,9,9,10,741,10,744,3,С
2003,9,10,13,749,7,750,3,С
2003,9,11,16,752,15,752,2,С
2003,9,12,18,753,9,753,2,СЗ
2003,9,13,19,755,9,754,3,З
2003,9,14,15,756,9,756,2,З
2003,9,15,19,755,11,753,3,ЮЗ
2003,9,16,19,748,14,747,4,З
2003,9,17,18,744,14,744,2,З
2003,9,18,15,748,8,750,2,С
2003,9,19,18,751,13,750,3,З
2003,9,20,18,741,9,746,6,З
2003,9,21,12,755,5,754,3,СЗ
2003,9,22,14,753,10,751,4,Ю
2003,9,23,19,750,14,750,4,Ю
2003,9,24,23,750,15,750,4,ЮЗ
2003,9,25,11,754,9,756,2,С
2003,9,26,11,759,7,759,2,СВ
2003,9,27,13,756,13,753,2,В
2003,9,28,17,750,13,750,2,Ю
2003,9,29,20,750,14,751,1,Ю
2003,9,30,21,752,12,751,2,ЮВ
2003,10,1,18,751,14,750,3,Ю
2003,10,2,19,750,14,749,4,Ю
2003,10,3,19,747,11,747,4,Ю
2003,10,4,17,744,10,743,4,ЮВ
2003,10,5,12,743,7,743,0,Ш
2003,10,6,11,741,14,739,3,ЮВ
2003,10,7,8,732,8,739,10,ЮЗ
2003,10,8,11,744,9,744,4,Ю
2003,10,9,12,741,14,740,3,В
2003,10,10,12,739,12,741,7,Ю
2003,10,11,11,747,10,747,4,Ю
2003,10,12,10,746,9,745,2,Ю
2003,10,13,8,747,8,747,2,Ю
2003,10,14,9,750,3,750,3,З
2003,10,15,6,750,2,752,2,ЮЗ
2003,10,16,7,752,3,752,2,Ю
2003,10,17,7,753,5,753,3,З
2003,10,18,6,749,4,748,3,ЮЗ
2003,10,19,6,745,4,747,4,З
2003,10,20,6,746,4,745,4,ЮЗ
2003,10,21,4,741,5,739,3,Ю
2003,10,22,0,741,0,744,5,С
2003,10,23,-1,746,-2,744,2,В
2003,10,24,-1,741,-2,739,1,ЮВ
2003,10,25,-2,736,-2,736,4,З
2003,10,26,1,733,0,735,4,ЮЗ
2003,10,27,-2,739,-3,742,3,СЗ
2003,10,28,-2,747,-3,745,3,ЮЗ
2003,10,29,2,747,1,749,3,ЮЗ
2003,10,30,4,750,2,750,3,Ю
2003,10,31,4,747,3,747,1,В
2003,11,1,1,746,1,748,0,Ш
2003,11,2,0,753,0,754,1,ЮВ
2003,11,3,3,752,2,752,4,Ю
2003,11,4,4,753,4,754,2,Ю
2003,11,5,4,759,4,761,1,Ю
2003,11,6,4,766,4,766,1,Ю
2003,11,7,4,762,3,757,3,З
2003,11,8,6,750,5,750,5,С
2003,11,9,3,756,1,759,4,С
2003,11,10,2,760,0,759,2,С
2003,11,11,0,759,-2,757,2,СЗ
2003,11,12,-1,756,0,755,2,С
2003,11,13,1,752,2,753,3,СЗ
2003,11,14,0,755,0,755,2,СЗ
2003,11,15,-1,752,-1,752,4,З
2003,11,16,0,753,-1,753,1,ЮЗ
2003,11,17,-3,752,-3,751,2,ЮЗ
2003,11,18,0,741,0,739,5,Ю
2003,11,19,0,739,-2,739,2,З
2003,11,20,0,737,-1,740,1,В
2003,11,21,0,745,0,747,2,ЮЗ
2003,11,22,1,746,0,746,1,З
2003,11,23,-1,747,-2,749,2,В
2003,11,24,-1,749,1,747,2,ЮВ
2003,11,25,3,750,3,753,1,ЮЗ
2003,11,26,3,754,2,755,2,Ю
2003,11,27,3,756,1,757,2,В
2003,11,28,0,756,0,756,4,Ю
2003,11,29,0,757,0,757,2,ЮЗ
2003,11,30,-2,759,-2,759,2,ЮЗ
2003,12,1,-3,762,-3,762,1,ЮЗ
2003,12,2,-1,761,-3,759,1,Ю
2003,12,3,-2,759,-1,757,2,З
2003,12,4,-2,753,-2,752,2,Ю
2003,12,5,-2,738,-3,732,4,Ю
2003,12,6,-1,729,-7,729,1,ЮЗ
2003,12,7,-4,734,-3,737,2,СЗ
2003,12,8,0,725,-2,729,5,З
2003,12,9,-2,740,-2,745,3,З
2003,12,10,-5,758,-9,759,2,С
2003,12,11,-3,754,-4,753,2,ЮЗ
2003,12,12,0,745,0,743,5,ЮЗ
2003,12,13,-1,747,-6,748,3,З
2003,12,14,-3,736,1,734,5,Ю
2003,12,15,1,730,1,733,5,Ю
2003,12,16,0,735,0,735,1,З
2003,12,17,0,741,-1,742,2,ЮЗ
2003,12,18,-4,740,-4,742,3,ЮЗ
2003,12,19,-7,747,-6,747,1,ЮЗ
2003,12,20,0,743,0,744,4,З
2003,12,21,0,746,0,746,2,ЮЗ
2003,12,22,1,740,2,740,6,Ю
2003,12,23,1,744,0,746,0,Ш
2003,12,24,-9,757,-14,759,2,СЗ
2003,12,25,-6,756,-8,755,4,ЮЗ
2003,12,26,-10,747,-8,746,3,Ю
2003,12,27,-3,747,-3,747,1,ЮЗ
2003,12,28,-3,748,-3,750,4,ЮЗ
2003,12,29,0,752,0,753,4,ЮЗ
2003,12,30,1,755,1,756,4,ЮЗ
2003,12,31,0,755,-4,754,4,Ю
2004,1,1,-4,750,-4,748,2,Ю
2004,1,2,-2,747,-2,747,2,Ю
2004,1,3,-2,746,-1,744,2,В
2004,1,4,-3,744,-7,745,2,ЮЗ
2004,1,5,-9,747,-17,748,1,СЗ
2004,1,6,-14,750,-13,750,2,С
2004,1,7,-13,751,-12,752,1,С
2004,1,8,-11,754,-10,753,1,СВ
2004,1,9,-7,750,-7,750,0,Ш
2004,1,10,-6,750,-6,750,1,ЮВ
2004,1,11,-4,753,-4,753,3,Ю
2004,1,12,-5,753,-7,750,4,Ю
2004,1,13,-5,744,-4,743,3,ЮВ
2004,1,14,-3,741,-4,739,5,ЮВ
2004,1,15,-6,734,-6,735,4,ЮВ
2004,1,16,0,737,-1,735,2,ЮВ
2004,1,17,-2,743,-5,746,3,З
2004,1,18,0,744,0,744,4,Ю
2004,1,19,-1,738,-6,739,4,ЮВ
2004,1,20,-5,741,-9,741,2,ЮЗ
2004,1,21,-6,732,-7,733,2,В
2004,1,22,-8,741,-14,744,1,З
2004,1,23,-10,748,-10,749,4,С
2004,1,24,-5,750,-5,750,3,СВ
2004,1,25,-6,752,-7,752,1,В
2004,1,26,-4,753,-5,753,3,ЮВ
2004,1,27,-9,750,-13,750,3,В
2004,1,28,-10,750,-9,749,2,В
2004,1,29,-4,745,0,744,7,ЮВ
2004,1,30,0,747,-2,749,6,ЮВ
2004,1,31,-3,753,-5,753,4,ЮВ
2004,2,1,-4,753,-3,754,3,ЮВ
2004,2,2,-5,756,-10,756,3,ЮВ
2004,2,3,-11,758,-17,758,1,В
2004,2,4,-10,754,-8,749,3,Ю
2004,2,5,-2,735,-1,732,3,Ю
2004,2,6,0,730,0,733,1,СЗ
2004,2,7,-2,735,-2,729,3,Ю
2004,2,8,-3,729,-4,734,3,СЗ
2004,2,9,-6,740,-7,738,2,Ю
2004,2,10,-3,732,-5,732,3,В
2004,2,11,-10,736,-14,739,3,СЗ
2004,2,12,-10,744,-10,747,1,СВ
2004,2,13,-11,747,-15,749,3,С
2004,2,14,-11,747,-10,746,2,СЗ
2004,2,15,-9,744,-16,744,1,С
2004,2,16,-5,739,-4,739,2,ЮЗ
2004,2,17,-8,741,-12,743,4,СЗ
2004,2,18,-12,744,-13,744,0,Ш
2004,2,19,-12,747,-14,750,3,СВ
2004,2,20,-13,757,-19,759,2,С
2004,2,21,-9,757,-7,757,3,ЮЗ
2004,2,22,-1,754,-3,754,3,ЮЗ
2004,2,23,-5,751,-6,750,5,Ю
2004,2,24,-2,747,-3,745,4,Ю
2004,2,25,0,742,0,744,2,ЮЗ
2004,2,26,1,744,0,744,2,ЮВ
2004,2,27,1,744,1,742,3,Ю
2004,2,28,2,736,1,741,7,Ю
2004,2,29,1,750,0,750,3,ЮЗ
2004,3,1,1,744,1,744,3,ЮВ
2004,3,2,1,743,0,744,3,З
2004,3,3,0,747,-2,747,4,Ю
2004,3,4,-1,743,-2,742,0,Ш
2004,3,5,-6,741,-8,741,3,С
2004,3,6,-5,740,-7,741,3,СЗ
2004,3,7,-2,748,-7,751,4,СЗ
2004,3,8,-1,758,-2,759,3,З
2004,3,9,2,762,0,762,1,З
2004,3,10,0,765,-4,764,3,СВ
2004,3,11,1,762,-2,759,2,СЗ
2004,3,12,3,758,2,758,2,С
2004,3,13,3,759,3,759,2,СЗ
2004,3,14,3,763,-1,762,1,СВ
2004,3,15,1,761,0,760,4,Ю
2004,3,16,1,756,1,753,4,Ю
2004,3,17,1,747,0,747,4,Ю
2004,3,18,3,749,1,747,3,ЮЗ
2004,3,19,3,745,2,747,2,СЗ
2004,3,20,2,745,1,742,1,ЮЗ
2004,3,21,3,734,2,729,2,З
2004,3,22,4,735,3,738,4,З
2004,3,23,7,749,4,750,4,З
2004,3,24,12,754,6,753,2,Ю
2004,3,25,10,747,7,746,5,ЮВ
2004,3,26,12,741,7,741,4,Ю
2004,3,27,5,739,5,748,1,Ю
2004,3,28,8,744,5,744,2,СЗ
2004,3,29,7,744,1,746,4,С
2004,3,30,8,749,3,747,3,СЗ
2004,3,31,5,740,1,741,5,СЗ
2004,4,1,-2,741,-6,744,5,СЗ
2004,4,2,-4,748,-6,750,6,С
2004,4,3,-2,755,-4,754,5,С
2004,4,4,0,745,0,743,3,СЗ
2004,4,5,7,739,2,740,4,С
2004,4,6,10,738,4,740,4,СЗ
2004,4,7,7,746,3,747,2,В
2004,4,8,8,747,4,746,3,В
2004,4,9,11,741,7,741,4,ЮЗ
2004,4,10,7,742,7,743,5,З
2004,4,11,13,746,7,746,4,З
2004,4,12,12,744,6,742,3,ЮЗ
2004,4,13,6,745,3,746,4,СЗ
2004,4,14,6,747,4,749,6,С
2004,4,15,6,747,5,746,6,З
2004,4,16,4,748,4,750,4,СЗ
2004,4,17,8,751,4,752,2,С
2004,4,18,11,751,6,750,2,ЮЗ
2004,4,19,15,749,9,749,3,З
2004,4,20,16,750,10,750,3,ЮЗ
2004,4,21,17,749,12,748,3,СЗ
2004,4,22,15,744,5,745,3,С
2004,4,23,9,748,5,750,4,СВ
2004,4,24,8,753,4,753,2,СВ
2004,4,25,10,753,7,753,3,СВ
2004,4,26,0,750,2,747,4,В
2004,4,27,5,747,3,749,4,ЮЗ
2004,4,28,9,751,7,750,1,З
2004,4,29,5,745,5,743,3,С
2004,4,30,12,746,8,745,4,З
2004,5,1,13,744,10,744,2,С
2004,5,2,12,744,8,745,2,С
2004,5,3,16,747,11,748,3,С
2004,5,4,19,750,14,750,1,СВ
2004,5,5,22,750,16,749,3,ЮЗ
2004,5,6,21,748,16,747,1,Ю
2004,5,7,21,745,17,745,3,ЮВ
2004,5,8,21,745,16,744,4,ЮВ
2004,5,9,20,743,16,743,5,ЮЗ
2004,5,10,19,742,14,741,3,ЮЗ
2004,5,11,16,741,15,739,2,СВ
2004,5,12,17,734,14,735,2,С
2004,5,13,4,738,3,741,4,С
2004,5,14,7,746,4,747,3,СЗ
2004,5,15,12,756,5,750,2,С
2004,5,16,14,745,9,744,3,С
2004,5,17,15,744,11,744,2,ЮЗ
2004,5,18,10,747,5,746,3,С
2004,5,19,15,741,9,740,5,ЮЗ
2004,5,20,9,732,8,731,4,Ю
2004,5,21,11,735,8,738,6,З
2004,5,22,15,742,8,742,4,З
2004,5,23,15,743,12,744,3,Ю
2004,5,24,16,744,12,742,2,ЮВ
2004,5,25,18,744,15,742,2,В
2004,5,26,9,740,7,742,8,Ю
2004,5,27,18,751,13,752,5,ЮЗ
2004,5,28,18,753,11,753,3,ЮЗ
2004,5,29,20,756,14,755,1,С
2004,5,30,17,751,15,750,3,СВ
2004,5,31,19,747,15,746,3,С
2004,6,1,11,748,10,748,3,СВ
2004,6,2,15,747,12,747,4,С
2004,6,3,16,748,10,749,4,С
2004,6,4,12,750,9,750,3,С
2004,6,5,20,748,15,749,5,З
2004,6,6,17,749,16,748,2,ЮВ
2004,6,7,21,747,16,746,4,З
2004,6,8,23,743,19,741,4,З
2004,6,9,13,737,12,738,2,ЮЗ
2004,6,10,8,741,7,741,5,С
2004,6,11,12,741,11,741,5,С
2004,6,12,19,741,13,741,4,С
2004,6,13,18,740,13,742,5,З
2004,6,14,20,742,14,740,3,СЗ
2004,6,15,16,731,13,732,5,СЗ
2004,6,16,15,730,12,732,4,ЮЗ
2004,6,17,15,735,9,735,3,ЮЗ
2004,6,18,15,739,11,741,4,З
2004,6,19,17,742,16,742,4,Ю
2004,6,20,21,746,16,747,3,ЮЗ
2004,6,21,24,750,22,749,2,Ю
2004,6,22,27,748,25,747,3,ЮВ
2004,6,23,18,746,17,744,2,СВ
2004,6,24,21,745,19,745,2,С
2004,6,25,20,744,19,744,1,СЗ
2004,6,26,17,744,17,744,1,СЗ
2004,6,27,23,743,19,742,3,ЮЗ
2004,6,28,21,742,17,742,3,З
2004,6,29,21,741,16,741,2,З
2004,6,30,21,741,16,741,2,ЮЗ
2004,7,1,23,741,20,741,3,С
2004,7,2,21,742,18,743,2,С
2004,7,3,17,744,17,745,3,СЗ
2004,7,4,19,741,18,739,4,Ю
2004,7,5,15,746,12,747,4,ЮЗ
2004,7,6,19,747,15,746,2,З
2004,7,7,20,744,15,744,1,С
2004,7,8,21,746,19,746,4,СЗ
2004,7,9,19,745,17,745,3,С
