id,year,month,day,td,pd,cloudd,precipd,wdird,wsd,tn,pn,cloudn,precipn,wdirn,wsn
2611,2004,7,16,20.0,744.0,suncl,,Ю,5.0,16.0,745.0,suncl,,Ю,5.0
2612,2004,7,17,19.0,747.0,dull,,З,2.0,16.0,747.0,sunc,,З,2.0
2613,2004,7,18,15.0,748.0,suncl,storm,Ш,0.0,16.0,748.0,dull,,Ш,0.0
2614,2004,7,19,19.0,750.0,dull,,СВ,3.0,14.0,750.0,dull,,СВ,3.0
2615,2004,7,20,21.0,748.0,suncl,,СЗ,4.0,18.0,747.0,dull,,СЗ,4.0
2616,2004,7,21,16.0,746.0,dull,,С,4.0,16.0,747.0,dull,,С,4.0
2617,2004,7,22,22.0,747.0,suncl,,СВ,3.0,20.0,747.0,sunc,,СВ,3.0
2618,2004,7,23,18.0,745.0,suncl,storm,СВ,1.0,18.0,747.0,suncl,,СВ,1.0
2619,2004,7,24,25.0,754.0,dull,,С,1.0,19.0,746.0,suncl,,С,1.0
2620,2004,7,25,24.0,744.0,suncl,,СВ,3.0,19.0,744.0,sunc,,СВ,3.0
2621,2004,7,26,26.0,744.0,dull,,ЮЗ,1.0,19.0,744.0,dull,rain,ЮЗ,1.0
2622,2004,7,27,24.0,746.0,suncl,,ЮВ,1.0,19.0,747.0,sunc,,ЮВ,1.0
2623,2004,7,28,27.0,747.0,suncl,,ЮЗ,1.0,20.0,747.0,suncl,,ЮЗ,1.0
2624,2004,7,29,23.0,747.0,dull,,СЗ,1.0,21.0,747.0,dull,,СЗ,1.0
2625,2004,7,30,20.0,747.0,dull,storm,ЮВ,2.0,18.0,748.0,dull,,ЮВ,2.0
2626,2004,7,31,26.0,749.0,sunc,,СВ,1.0,19.0,749.0,dull,,СВ,1.0
2627,2004,8,1,27.0,748.0,suncl,,В,1.0,20.0,748.0,suncl,,В,1.0
2628,2004,8,2,25.0,748.0,suncl,,В,3.0,20.0,748.0,sunc,,В,3.0
2629,2004,8,3,25.0,749.0,sunc,,В,2.0,20.0,749.0,sunc,,В,2.0
2630,2004,8,4,22.0,751.0,suncl,,СВ,3.0,18.0,752.0,suncl,,СВ,3.0
2631,2004,8,5,23.0,754.0,suncl,,В,3.0,15.0,754.0,sunc,,В,3.0
2632,2004,8,6,25.0,754.0,suncl,,В,2.0,16.0,754.0,sunc,,В,2.0
2633,2004,8,7,24.0,754.0,dull,storm,ЮВ,1.0,16.0,753.0,sunc,,ЮВ,1.0
2634,2004,8,8,26.0,750.0,suncl,,ЮВ,1.0,18.0,750.0,dull,,ЮВ,1.0
2635,2004,8,9,21.0,747.0,dull,,ЮВ,1.0,17.0,747.0,dull,,ЮВ,1.0
2636,2004,8,10,22.0,744.0,dull,,З,2.0,17.0,743.0,dull,,З,2.0
2637,2004,8,11,13.0,744.0,dull,,СВ,3.0,11.0,744.0,dull,,СВ,3.0
2638,2004,8,12,21.0,738.0,suncl,,З,3.0,16.0,738.0,suncl,,З,3.0
2639,2004,8,13,17.0,740.0,suncl,,СЗ,5.0,11.0,740.0,sunc,,СЗ,5.0
2640,2004,8,14,16.0,730.0,dull,rain,Ю,6.0,15.0,729.0,suncl,,Ю,6.0
2641,2004,8,15,14.0,737.0,dull,,СЗ,3.0,10.0,741.0,sunc,,СЗ,3.0
2642,2004,8,16,20.0,744.0,suncl,,З,4.0,16.0,745.0,suncl,,З,4.0
2643,2004,8,17,23.0,749.0,suncl,,СЗ,2.0,15.0,750.0,sunc,,СЗ,2.0
2644,2004,8,18,26.0,749.0,suncl,,ЮЗ,4.0,17.0,748.0,sunc,,ЮЗ,4.0
2645,2004,8,19,27.0,748.0,sun,,СЗ,3.0,16.0,748.0,sun,,СЗ,3.0
2646,2004,8,20,28.0,747.0,sunc,,Ю,2.0,18.0,746.0,sunc,,Ю,2.0
2647,2004,8,21,29.0,744.0,sunc,,Ю,5.0,24.0,744.0,suncl,,Ю,5.0
2648,2004,8,22,28.0,745.0,sunc,,ЮЗ,4.0,23.0,745.0,sun,,ЮЗ,4.0
2649,2004,8,23,31.0,744.0,sunc,,Ю,2.0,22.0,744.0,sunc,,Ю,2.0
2650,2004,8,24,18.0,747.0,dull,,СВ,3.0,16.0,747.0,dull,,СВ,3.0
2651,2004,8,25,19.0,747.0,suncl,,С,4.0,12.0,747.0,sun,,С,4.0
2652,2004,8,26,19.0,749.0,suncl,,З,1.0,12.0,749.0,suncl,,З,1.0
2653,2004,8,27,20.0,750.0,suncl,,ЮВ,3.0,15.0,750.0,sun,,ЮВ,3.0
2654,2004,8,28,23.0,750.0,sunc,,Ю,3.0,17.0,750.0,sunc,,Ю,3.0
2655,2004,8,29,25.0,750.0,sunc,,ЮВ,1.0,15.0,750.0,sunc,,ЮВ,1.0
2656,2004,8,30,26.0,750.0,sun,,В,1.0,18.0,750.0,sun,,В,1.0
2657,2004,8,31,27.0,750.0,suncl,,СВ,2.0,20.0,750.0,sunc,,СВ,2.0
2658,2004,9,1,26.0,749.0,suncl,,ЮВ,3.0,21.0,749.0,dull,,ЮВ,3.0
2659,2004,9,2,23.0,747.0,dull,,В,2.0,20.0,747.0,suncl,,В,2.0
2660,2004,9,3,18.0,746.0,dull,rain,ЮЗ,2.0,14.0,747.0,dull,rain,ЮЗ,2.0
2661,2004,9,4,16.0,749.0,suncl,,СВ,3.0,9.0,751.0,sun,,СВ,3.0
2662,2004,9,5,15.0,756.0,sunc,,С,3.0,6.0,756.0,sun,,С,3.0
2663,2004,9,6,18.0,753.0,sunc,,З,3.0,12.0,752.0,sun,,З,3.0
2664,2004,9,7,18.0,745.0,suncl,,З,4.0,10.0,746.0,sun,,З,4.0
2665,2004,9,8,14.0,744.0,suncl,,СЗ,2.0,6.0,744.0,sunc,,СЗ,2.0
2666,2004,9,9,12.0,747.0,suncl,,С,3.0,8.0,747.0,sunc,,С,3.0
2667,2004,9,10,12.0,750.0,dull,,С,3.0,6.0,750.0,sun,,С,3.0
2668,2004,9,11,15.0,746.0,suncl,,ЮЗ,4.0,11.0,744.0,suncl,,ЮЗ,4.0
2669,2004,9,12,19.0,744.0,suncl,,З,4.0,12.0,744.0,dull,,З,4.0
2670,2004,9,13,18.0,744.0,dull,,ЮЗ,3.0,16.0,746.0,dull,,ЮЗ,3.0
2671,2004,9,14,18.0,750.0,suncl,,СЗ,2.0,10.0,751.0,sun,,СЗ,2.0
2672,2004,9,15,22.0,750.0,sunc,,ЮЗ,3.0,16.0,749.0,sun,,ЮЗ,3.0
2673,2004,9,16,23.0,747.0,sun,,ЮЗ,6.0,17.0,745.0,sun,,ЮЗ,6.0
2674,2004,9,17,14.0,750.0,suncl,,З,4.0,7.0,753.0,sun,,З,4.0
2675,2004,9,18,16.0,756.0,suncl,,СЗ,2.0,8.0,755.0,sun,,СЗ,2.0
2676,2004,9,19,18.0,753.0,suncl,,З,3.0,8.0,753.0,sun,,З,3.0
2677,2004,9,20,21.0,751.0,sunc,,ЮЗ,3.0,12.0,750.0,sun,,ЮЗ,3.0
2678,2004,9,21,22.0,745.0,suncl,,Ю,3.0,15.0,743.0,sun,,Ю,3.0
2679,2004,9,22,14.0,738.0,dull,rain,Ю,2.0,13.0,734.0,dull,rain,Ю,2.0
2680,2004,9,23,12.0,738.0,dull,,Ю,3.0,7.0,738.0,sunc,,Ю,3.0
2681,2004,9,24,13.0,741.0,dull,,Ю,3.0,7.0,741.0,suncl,,Ю,3.0
2682,2004,9,25,13.0,749.0,dull,,ЮЗ,3.0,8.0,750.0,suncl,,ЮЗ,3.0
2683,2004,9,26,9.0,750.0,dull,,В,1.0,9.0,750.0,dull,,В,1.0
2684,2004,9,27,10.0,748.0,dull,,В,1.0,9.0,748.0,dull,,В,1.0
2685,2004,9,28,13.0,746.0,dull,rain,ЮВ,2.0,14.0,744.0,dull,,ЮВ,2.0
2686,2004,9,29,14.0,747.0,dull,,З,2.0,10.0,748.0,dull,,З,2.0
2687,2004,9,30,13.0,750.0,dull,,Ю,2.0,11.0,750.0,dull,,Ю,2.0
2688,2004,10,1,12.0,747.0,dull,,В,2.0,10.0,747.0,dull,,В,2.0
2689,2004,10,2,10.0,747.0,suncl,,СВ,3.0,7.0,748.0,dull,,СВ,3.0
2690,2004,10,3,7.0,750.0,dull,,СВ,3.0,4.0,752.0,dull,,СВ,3.0
2691,2004,10,4,4.0,754.0,dull,,С,3.0,4.0,756.0,dull,,С,3.0
2692,2004,10,5,5.0,757.0,dull,,СЗ,2.0,4.0,757.0,dull,,СЗ,2.0
2693,2004,10,6,11.0,756.0,sunc,,ЮЗ,2.0,6.0,755.0,sunc,,ЮЗ,2.0
2694,2004,10,7,16.0,751.0,suncl,,ЮЗ,6.0,10.0,750.0,sun,,ЮЗ,6.0
2695,2004,10,8,15.0,747.0,dull,,ЮЗ,4.0,11.0,747.0,dull,,ЮЗ,4.0
2696,2004,10,9,10.0,741.0,dull,,З,2.0,7.0,742.0,dull,rain,З,2.0
2697,2004,10,10,8.0,741.0,dull,,З,1.0,6.0,742.0,dull,,З,1.0
2698,2004,10,11,3.0,746.0,suncl,,СВ,3.0,1.0,749.0,dull,,СВ,3.0
2699,2004,10,12,3.0,756.0,sunc,,С,3.0,1.0,759.0,suncl,,С,3.0
2700,2004,10,13,4.0,759.0,dull,,З,3.0,3.0,759.0,dull,,З,3.0
2701,2004,10,14,6.0,758.0,dull,,З,3.0,4.0,758.0,dull,,З,3.0
2702,2004,10,15,8.0,757.0,sun,,СЗ,2.0,0.0,757.0,sun,,СЗ,2.0
2703,2004,10,16,8.0,757.0,sunc,,ЮЗ,1.0,1.0,756.0,sun,,ЮЗ,1.0
2704,2004,10,17,6.0,753.0,suncl,,ЮВ,4.0,5.0,750.0,suncl,,ЮВ,4.0
2705,2004,10,18,7.0,741.0,dull,rain,ЮВ,5.0,7.0,740.0,dull,,ЮВ,5.0
2706,2004,10,19,10.0,742.0,dull,,Ю,4.0,8.0,741.0,sunc,,Ю,4.0
2707,2004,10,20,7.0,739.0,dull,,Ю,3.0,6.0,740.0,suncl,,Ю,3.0
2708,2004,10,21,8.0,744.0,dull,,С,2.0,7.0,747.0,dull,rain,С,2.0
2709,2004,10,22,8.0,750.0,dull,,С,2.0,5.0,750.0,dull,,С,2.0
2710,2004,10,23,5.0,744.0,dull,,СЗ,2.0,5.0,741.0,dull,,СЗ,2.0
2711,2004,10,24,10.0,732.0,dull,,З,3.0,7.0,735.0,suncl,,З,3.0
2712,2004,10,25,4.0,745.0,dull,,СЗ,1.0,3.0,747.0,dull,,СЗ,1.0
2713,2004,10,26,10.0,745.0,dull,,ЮЗ,4.0,12.0,744.0,suncl,,ЮЗ,4.0
2714,2004,10,27,12.0,745.0,dull,,ЮЗ,3.0,10.0,745.0,dull,,ЮЗ,3.0
2715,2004,10,28,8.0,741.0,dull,,З,5.0,4.0,746.0,sunc,,З,5.0
2716,2004,10,29,7.0,750.0,dull,,ЮЗ,2.0,5.0,748.0,dull,,ЮЗ,2.0
2717,2004,10,30,3.0,748.0,dull,,СВ,3.0,3.0,750.0,dull,,СВ,3.0
2718,2004,10,31,3.0,744.0,dull,rain,ЮВ,4.0,7.0,740.0,dull,,ЮВ,4.0
2719,2004,11,1,4.0,745.0,dull,,СЗ,3.0,4.0,747.0,dull,,СЗ,3.0
2720,2004,11,2,5.0,747.0,suncl,,СЗ,3.0,2.0,750.0,suncl,,СЗ,3.0
2721,2004,11,3,3.0,753.0,suncl,,СЗ,3.0,2.0,751.0,dull,,СЗ,3.0
2722,2004,11,4,6.0,753.0,dull,,СЗ,2.0,2.0,753.0,suncl,,СЗ,2.0
2723,2004,11,5,6.0,747.0,dull,,ЮЗ,2.0,6.0,746.0,dull,,ЮЗ,2.0
2724,2004,11,6,9.0,744.0,dull,,Ю,2.0,6.0,746.0,sunc,,Ю,2.0
2725,2004,11,7,4.0,751.0,sun,,СВ,1.0,5.0,750.0,dull,,СВ,1.0
2726,2004,11,8,3.0,752.0,sun,,Ш,0.0,3.0,753.0,dull,,Ш,0.0
2727,2004,11,9,4.0,756.0,dull,,С,1.0,3.0,756.0,dull,,С,1.0
2728,2004,11,10,3.0,759.0,dull,,Ш,0.0,2.0,759.0,dull,,Ш,0.0
2729,2004,11,11,4.0,759.0,suncl,,СВ,1.0,3.0,759.0,dull,,СВ,1.0
2730,2004,11,12,3.0,753.0,dull,,ЮЗ,3.0,1.0,751.0,dull,rain,ЮЗ,3.0
2731,2004,11,13,6.0,747.0,dull,,ЮЗ,4.0,6.0,747.0,dull,,ЮЗ,4.0
2732,2004,11,14,8.0,742.0,dull,rain,Ю,4.0,2.0,744.0,dull,rain,Ю,4.0
2733,2004,11,15,1.0,748.0,dull,,ЮЗ,3.0,0.0,744.0,sun,,ЮЗ,3.0
2734,2004,11,16,0.0,733.0,dull,snow,ЮЗ,3.0,0.0,732.0,dull,,ЮЗ,3.0
2735,2004,11,17,-1.0,736.0,dull,,З,2.0,-1.0,737.0,suncl,,З,2.0
2736,2004,11,18,-1.0,734.0,suncl,,Ю,4.0,-2.0,721.0,dull,snow,Ю,4.0
2737,2004,11,19,1.0,729.0,suncl,,ЮЗ,5.0,-1.0,735.0,dull,,ЮЗ,5.0
2738,2004,11,20,3.0,726.0,dull,snow,ЮВ,3.0,5.0,720.0,dull,rain,ЮВ,3.0
2739,2004,11,21,-5.0,732.0,sunc,,ЮЗ,7.0,-6.0,737.0,sunc,,ЮЗ,7.0
2740,2004,11,22,-5.0,749.0,suncl,,ЮЗ,3.0,-11.0,751.0,sun,,ЮЗ,3.0
2741,2004,11,23,-4.0,752.0,sunc,,Ю,1.0,-8.0,752.0,sun,,Ю,1.0
2742,2004,11,24,-6.0,755.0,suncl,,СВ,2.0,-9.0,754.0,suncl,,СВ,2.0
2743,2004,11,25,-9.0,750.0,suncl,,С,3.0,-14.0,748.0,dull,,С,3.0
2744,2004,11,26,-7.0,741.0,dull,snow,ЮЗ,2.0,-6.0,740.0,dull,,ЮЗ,2.0
2745,2004,11,27,-5.0,738.0,suncl,,З,3.0,-8.0,738.0,sunc,,З,3.0
2746,2004,11,28,-7.0,743.0,sunc,,СЗ,3.0,-14.0,746.0,sun,,СЗ,3.0
2747,2004,11,29,-11.0,751.0,sun,,З,1.0,-16.0,752.0,sun,,З,1.0
2748,2004,11,30,-12.0,753.0,sunc,,Ш,0.0,-19.0,754.0,sun,,Ш,0.0
2749,2004,12,1,-9.0,751.0,dull,snow,Ю,4.0,-6.0,749.0,dull,snow,Ю,4.0
2750,2004,12,2,-6.0,747.0,dull,,Ю,4.0,-6.0,745.0,dull,,Ю,4.0
2751,2004,12,3,1.0,737.0,dull,snow,ЮЗ,3.0,-2.0,739.0,dull,,ЮЗ,3.0
2752,2004,12,4,-2.0,745.0,dull,,З,2.0,-7.0,747.0,dull,,З,2.0
2753,2004,12,5,-1.0,744.0,dull,,З,3.0,0.0,744.0,dull,snow,З,3.0
2754,2004,12,6,1.0,741.0,dull,,ЮЗ,2.0,1.0,741.0,dull,rain,ЮЗ,2.0
2755,2004,12,7,1.0,744.0,dull,,Ш,0.0,0.0,744.0,dull,,Ш,0.0
2756,2004,12,8,1.0,741.0,dull,rain,ЮЗ,3.0,1.0,740.0,dull,,ЮЗ,3.0
2757,2004,12,9,1.0,741.0,dull,,З,2.0,0.0,744.0,dull,,З,2.0
2758,2004,12,10,-3.0,747.0,suncl,,СЗ,3.0,-3.0,747.0,dull,snow,СЗ,3.0
2759,2004,12,11,-4.0,750.0,dull,snow,СЗ,2.0,-8.0,749.0,sunc,,СЗ,2.0
2760,2004,12,12,-1.0,740.0,dull,snow,Ю,3.0,0.0,738.0,dull,snow,Ю,3.0
2761,2004,12,13,-4.0,744.0,dull,snow,С,4.0,-6.0,748.0,dull,snow,С,4.0
2762,2004,12,14,-9.0,754.0,suncl,,С,3.0,-11.0,756.0,suncl,snow,С,3.0
2763,2004,12,15,-12.0,755.0,sunc,,ЮЗ,1.0,-15.0,753.0,sunc,,ЮЗ,1.0
2764,2004,12,16,-5.0,744.0,dull,,ЮЗ,4.0,-3.0,744.0,dull,,ЮЗ,4.0
2765,2004,12,17,0.0,745.0,dull,,Ю,2.0,-2.0,744.0,dull,,Ю,2.0
2766,2004,12,18,1.0,744.0,dull,,Ю,3.0,1.0,744.0,dull,,Ю,3.0
2767,2004,12,19,1.0,741.0,dull,,Ю,5.0,0.0,741.0,dull,,Ю,5.0
2768,2004,12,20,-1.0,744.0,dull,snow,Ю,3.0,-2.0,745.0,dull,snow,Ю,3.0
2769,2004,12,21,-2.0,748.0,dull,snow,С,1.0,-2.0,749.0,dull,snow,С,1.0
2770,2004,12,22,-6.0,750.0,dull,,СЗ,2.0,-7.0,750.0,dull,,СЗ,2.0
2771,2004,12,23,-9.0,747.0,dull,snow,Ю,3.0,-12.0,744.0,dull,,Ю,3.0
2772,2004,12,24,-7.0,740.0,dull,snow,Ю,5.0,-8.0,739.0,dull,snow,Ю,5.0
2773,2004,12,25,-1.0,739.0,dull,,Ю,3.0,0.0,742.0,dull,,Ю,3.0
2774,2004,12,26,1.0,747.0,dull,,Ю,5.0,0.0,747.0,dull,,Ю,5.0
2775,2004,12,27,0.0,748.0,dull,snow,Ш,0.0,0.0,748.0,dull,,Ш,0.0
2776,2004,12,28,0.0,743.0,dull,snow,В,2.0,0.0,742.0,dull,snow,В,2.0
2777,2004,12,29,-1.0,749.0,dull,,С,1.0,-4.0,751.0,dull,,С,1.0
2778,2004,12,30,-9.0,756.0,dull,,Ш,0.0,-10.0,756.0,dull,,Ш,0.0
2779,2004,12,31,-4.0,747.0,dull,,Ю,5.0,0.0,744.0,dull,,Ю,5.0
2780,2005,1,1,0.0,749.0,dull,,З,3.0,-3.0,750.0,suncl,,З,3.0
2781,2005,1,2,-1.0,744.0,dull,,ЮВ,1.0,0.0,743.0,dull,snow,ЮВ,1.0
2782,2005,1,3,0.0,739.0,dull,snow,Ю,4.0,0.0,739.0,dull,,Ю,4.0
2783,2005,1,4,0.0,741.0,dull,,Ю,3.0,-1.0,741.0,dull,,Ю,3.0
2784,2005,1,5,-1.0,742.0,dull,,Ю,3.0,-2.0,739.0,dull,,Ю,3.0
2785,2005,1,6,0.0,736.0,dull,rain,Ю,3.0,-1.0,739.0,dull,,Ю,3.0
2786,2005,1,7,0.0,744.0,dull,,ЮЗ,2.0,0.0,744.0,dull,,ЮЗ,2.0
2787,2005,1,8,4.0,736.0,sunc,,ЮЗ,3.0,3.0,737.0,dull,,ЮЗ,3.0
2788,2005,1,9,4.0,732.0,suncl,,ЮЗ,5.0,3.0,732.0,sunc,,ЮЗ,5.0
2789,2005,1,10,1.0,735.0,dull,,З,5.0,0.0,741.0,dull,,З,5.0
2790,2005,1,11,1.0,738.0,dull,,ЮЗ,2.0,3.0,738.0,dull,,ЮЗ,2.0
2791,2005,1,12,3.0,746.0,suncl,,СЗ,3.0,-1.0,748.0,sun,,СЗ,3.0
2792,2005,1,13,3.0,747.0,suncl,,ЮЗ,3.0,2.0,747.0,dull,,ЮЗ,3.0
2793,2005,1,14,2.0,747.0,sun,,Ю,2.0,1.0,747.0,sun,,Ю,2.0
2794,2005,1,15,0.0,747.0,dull,snow,Ш,0.0,0.0,747.0,dull,snow,Ш,0.0
2795,2005,1,16,-3.0,753.0,sun,,З,2.0,-8.0,755.0,dull,,З,2.0
2796,2005,1,17,-2.0,752.0,dull,snow,ЮЗ,3.0,-2.0,752.0,suncl,,ЮЗ,3.0
2797,2005,1,18,-2.0,750.0,suncl,,ЮЗ,1.0,-6.0,750.0,suncl,,ЮЗ,1.0
2798,2005,1,19,-3.0,752.0,sunc,,Ю,2.0,-9.0,753.0,dull,,Ю,2.0
2799,2005,1,20,-3.0,749.0,dull,snow,Ю,4.0,-4.0,747.0,dull,,Ю,4.0
2800,2005,1,21,0.0,737.0,dull,snow,ЮВ,7.0,1.0,735.0,dull,snow,ЮВ,7.0
2801,2005,1,22,1.0,735.0,dull,rain,ЮВ,7.0,0.0,736.0,dull,snow,ЮВ,7.0
2802,2005,1,23,-2.0,741.0,dull,snow,ЮВ,3.0,-5.0,741.0,dull,snow,ЮВ,3.0
2803,2005,1,24,-6.0,748.0,dull,snow,ЮВ,2.0,-7.0,751.0,dull,snow,ЮВ,2.0
2804,2005,1,25,-10.0,757.0,dull,snow,В,3.0,-11.0,759.0,dull,snow,В,3.0
2805,2005,1,26,-14.0,762.0,suncl,,ЮВ,2.0,-17.0,762.0,suncl,,ЮВ,2.0
2806,2005,1,27,-12.0,756.0,dull,,В,6.0,-10.0,753.0,dull,,В,6.0
2807,2005,1,28,-11.0,755.0,dull,snow,ЮВ,6.0,-11.0,756.0,dull,snow,ЮВ,6.0
2808,2005,1,29,-12.0,758.0,dull,snow,ЮВ,4.0,-11.0,757.0,dull,snow,ЮВ,4.0
2809,2005,1,30,-11.0,754.0,dull,snow,ЮВ,3.0,-11.0,754.0,dull,snow,ЮВ,3.0
2810,2005,1,31,-9.0,747.0,dull,snow,ЮВ,5.0,-8.0,746.0,dull,,ЮВ,5.0
2811,2005,2,1,-8.0,750.0,dull,snow,ЮВ,6.0,-9.0,751.0,dull,snow,ЮВ,6.0
2812,2005,2,2,-10.0,756.0,dull,,ЮВ,3.0,-12.0,759.0,sunc,,ЮВ,3.0
2813,2005,2,3,-12.0,765.0,sunc,,В,2.0,-12.0,765.0,sun,,В,2.0
2814,2005,2,4,-10.0,766.0,sun,,СЗ,1.0,-15.0,766.0,sun,,СЗ,1.0
2815,2005,2,5,-11.0,767.0,sun,,СЗ,1.0,-18.0,768.0,sun,,СЗ,1.0
2816,2005,2,6,-10.0,767.0,sun,,З,2.0,-16.0,766.0,sun,,З,2.0
2817,2005,2,7,-9.0,762.0,dull,snow,СЗ,1.0,-8.0,763.0,dull,,СЗ,1.0
2818,2005,2,8,-5.0,764.0,dull,,СЗ,2.0,-6.0,763.0,dull,,СЗ,2.0
2819,2005,2,9,-6.0,761.0,dull,snow,З,1.0,-6.0,761.0,dull,,З,1.0
2820,2005,2,10,-7.0,761.0,suncl,,ЮЗ,1.0,-13.0,759.0,sun,,ЮЗ,1.0
2821,2005,2,11,-9.0,754.0,dull,snow,ЮЗ,4.0,-9.0,752.0,dull,,ЮЗ,4.0
2822,2005,2,12,-11.0,751.0,dull,,Ю,5.0,-12.0,750.0,dull,,Ю,5.0
2823,2005,2,13,-10.0,752.0,suncl,,ЮВ,4.0,-12.0,751.0,dull,,ЮВ,4.0
2824,2005,2,14,-4.0,748.0,dull,snow,ЮВ,7.0,-5.0,748.0,dull,snow,ЮВ,7.0
2825,2005,2,15,-2.0,751.0,dull,,ЮВ,3.0,0.0,752.0,dull,snow,ЮВ,3.0
2826,2005,2,16,1.0,754.0,dull,,Ю,4.0,-1.0,754.0,dull,,Ю,4.0
2827,2005,2,17,-4.0,750.0,dull,snow,ЮВ,3.0,-6.0,748.0,dull,snow,ЮВ,3.0
2828,2005,2,18,-3.0,741.0,dull,snow,В,1.0,-4.0,741.0,dull,,В,1.0
2829,2005,2,19,-4.0,740.0,dull,snow,С,3.0,-5.0,738.0,dull,snow,С,3.0
2830,2005,2,20,-3.0,739.0,dull,,С,2.0,-5.0,741.0,dull,,С,2.0
2831,2005,2,21,-10.0,747.0,dull,,С,2.0,-11.0,749.0,dull,,С,2.0
2832,2005,2,22,-8.0,756.0,suncl,,З,1.0,-10.0,757.0,dull,,З,1.0
2833,2005,2,23,-5.0,763.0,sunc,,В,1.0,-11.0,763.0,sun,,В,1.0
2834,2005,2,24,-10.0,761.0,sun,,З,2.0,-17.0,759.0,sun,,З,2.0
2835,2005,2,25,-12.0,752.0,sun,,Ю,2.0,-16.0,749.0,sun,,Ю,2.0
2836,2005,2,26,-9.0,743.0,sunc,,Ю,2.0,-13.0,741.0,sunc,,Ю,2.0
2837,2005,2,27,-5.0,740.0,dull,,ЮВ,2.0,-7.0,739.0,dull,snow,ЮВ,2.0
2838,2005,2,28,-8.0,725.0,dull,snow,С,5.0,-10.0,720.0,dull,snow,С,5.0
2839,2005,3,1,-11.0,732.0,dull,,ЮЗ,5.0,-14.0,735.0,dull,,ЮЗ,5.0
2840,2005,3,2,-12.0,744.0,sun,,ЮЗ,4.0,-15.0,747.0,sun,,ЮЗ,4.0
2841,2005,3,3,-9.0,754.0,dull,snow,ЮЗ,2.0,-13.0,756.0,sun,,ЮЗ,2.0
2842,2005,3,4,-5.0,759.0,dull,,Ю,2.0,-8.0,759.0,sun,,Ю,2.0
2843,2005,3,5,-4.0,756.0,suncl,,В,3.0,-7.0,755.0,sunc,,В,3.0
2844,2005,3,6,-4.0,751.0,suncl,,В,3.0,-5.0,747.0,dull,,В,3.0
2845,2005,3,7,-5.0,741.0,dull,snow,ЮВ,4.0,-3.0,738.0,dull,,ЮВ,4.0
2846,2005,3,8,-3.0,736.0,dull,,Ю,5.0,-5.0,736.0,sunc,,Ю,5.0
2847,2005,3,9,-3.0,736.0,sunc,,ЮЗ,1.0,-9.0,736.0,sun,,ЮЗ,1.0
2848,2005,3,10,-5.0,734.0,dull,snow,З,4.0,-9.0,735.0,suncl,,З,4.0
2849,2005,3,11,-9.0,737.0,sun,,ЮЗ,5.0,-12.0,738.0,sun,,ЮЗ,5.0
2850,2005,3,12,-8.0,736.0,dull,snow,ЮВ,6.0,-5.0,735.0,dull,snow,ЮВ,6.0
2851,2005,3,13,0.0,736.0,dull,snow,Ю,4.0,-1.0,737.0,sunc,,Ю,4.0
2852,2005,3,14,-2.0,741.0,sunc,,З,4.0,-8.0,744.0,sun,,З,4.0
2853,2005,3,15,0.0,743.0,dull,,ЮЗ,3.0,-2.0,744.0,suncl,,ЮЗ,3.0
2854,2005,3,16,-4.0,748.0,sunc,,СЗ,3.0,-10.0,750.0,sun,,СЗ,3.0
2855,2005,3,17,-4.0,748.0,suncl,,Ю,2.0,-7.0,744.0,dull,,Ю,2.0
2856,2005,3,18,-2.0,729.0,dull,snow,Ю,5.0,0.0,727.0,dull,,Ю,5.0
2857,2005,3,19,-7.0,728.0,suncl,,З,4.0,-10.0,729.0,dull,,З,4.0
2858,2005,3,20,-8.0,732.0,suncl,,СЗ,6.0,-11.0,732.0,dull,snow,СЗ,6.0
2859,2005,3,21,-6.0,735.0,suncl,,СЗ,4.0,-7.0,738.0,suncl,,СЗ,4.0
2860,2005,3,22,-2.0,739.0,dull,,З,4.0,-3.0,741.0,dull,,З,4.0
2861,2005,3,23,-1.0,745.0,sunc,,З,4.0,-4.0,747.0,suncl,,З,4.0
2862,2005,3,24,-2.0,753.0,sun,,З,2.0,-9.0,753.0,suncl,,З,2.0
2863,2005,3,25,-1.0,744.0,dull,snow,ЮЗ,3.0,-1.0,742.0,dull,snow,ЮЗ,3.0
2864,2005,3,26,2.0,738.0,dull,,З,2.0,0.0,738.0,dull,snow,З,2.0
2865,2005,3,27,0.0,744.0,sun,,З,4.0,-5.0,744.0,sunc,,З,4.0
2866,2005,3,28,-4.0,744.0,suncl,,СЗ,4.0,-8.0,746.0,sunc,,СЗ,4.0
2867,2005,3,29,-4.0,748.0,sunc,,СЗ,4.0,-8.0,750.0,suncl,,СЗ,4.0
2868,2005,3,30,-2.0,751.0,sunc,,Ш,0.0,-7.0,751.0,sun,,Ш,0.0
2869,2005,3,31,0.0,750.0,dull,,СЗ,4.0,-3.0,751.0,sun,,СЗ,4.0
2870,2005,4,1,1.0,756.0,sunc,,С,3.0,-2.0,756.0,sun,,С,3.0
2871,2005,4,2,2.0,758.0,sun,,ЮЗ,2.0,-2.0,757.0,sun,,ЮЗ,2.0
2872,2005,4,3,3.0,748.0,dull,,ЮЗ,5.0,4.0,747.0,suncl,,ЮЗ,5.0
2873,2005,4,4,3.0,756.0,sunc,,З,2.0,0.0,755.0,dull,,З,2.0
