,year,month,day,td,pd,cloudd,precipd,wdird,wsd,tn,pn,cloudn,precipn,wdirn,wsn
2035,2002,12,11,-7.0,751,dull,snow,СЗ,3,-10.0,750,sun,,СЗ,3
2036,2002,12,12,-3.0,743,dull,snow,З,2,-2.0,744,dull,snow,З,2
2037,2002,12,13,-12.0,754,sunc,,С,2,-14.0,755,sun,,С,2
2038,2002,12,14,-17.0,762,sunc,,Ш,0,-19.0,763,suncl,,Ш,0
2039,2002,12,15,-10.0,762,dull,,З,2,-9.0,762,dull,,З,2
2040,2002,12,16,-6.0,764,dull,snow,З,1,-15.0,765,sun,,З,1
2041,2002,12,17,-10.0,764,dull,,ЮВ,1,-8.0,762,dull,,ЮВ,1
2042,2002,12,18,-13.0,758,sun,,Ю,4,-14.0,754,sun,,Ю,4
2043,2002,12,19,-15.0,754,sunc,,ЮВ,1,-17.0,754,suncl,,ЮВ,1
2044,2002,12,20,-11.0,751,dull,snow,ЮЗ,1,-13.0,749,dull,,ЮЗ,1
2045,2002,12,21,-8.0,739,dull,snow,Ю,5,-9.0,738,dull,snow,Ю,5
2046,2002,12,22,-8.0,736,dull,,ЮЗ,2,-10.0,736,dull,snow,ЮЗ,2
2047,2002,12,23,-13.0,737,suncl,snow,З,2,-16.0,738,suncl,snow,З,2
2048,2002,12,24,-17.0,739,dull,snow,СЗ,4,-20.0,741,sun,,СЗ,4
2049,2002,12,25,-10.0,742,dull,,СЗ,2,-11.0,743,suncl,,СЗ,2
2050,2002,12,26,-16.0,746,sunc,,СЗ,2,-17.0,746,dull,,СЗ,2
2051,2002,12,27,-18.0,746,sunc,,З,1,-24.0,746,sun,,З,1
2052,2002,12,28,-24.0,748,sun,,Ш,0,-28.0,750,sun,,Ш,0
2053,2002,12,29,-21.0,750,dull,,ЮВ,2,-17.0,744,dull,snow,ЮВ,2
2054,2002,12,30,-6.0,729,dull,snow,ЮВ,3,-2.0,799,dull,snow,ЮВ,3
2055,2002,12,31,-13.0,729,suncl,,З,7,-20.0,733,sunc,,З,7
2056,2003,1,1,-21.0,741,suncl,,ЮЗ,3,-12.0,740,sunc,snow,ЮЗ,3
2057,2003,1,2,-11.0,744,dull,,Ю,3,-10.0,743,dull,,Ю,3
2058,2003,1,3,-5.0,735,dull,snow,Ю,5,-3.0,732,dull,snow,Ю,5
2059,2003,1,4,0.0,729,dull,,Ю,1,-1.0,730,dull,,Ю,1
2060,2003,1,5,-5.0,734,dull,snow,Ю,1,-4.0,733,dull,snow,Ю,1
2061,2003,1,6,-21.0,742,sun,,ЮЗ,2,-24.0,744,sun,,ЮЗ,2
2062,2003,1,7,-23.0,749,sun,,ЮЗ,1,-26.0,750,sun,,ЮЗ,1
2063,2003,1,8,-23.0,747,suncl,,Ю,1,-25.0,747,sun,,Ю,1
2064,2003,1,9,-14.0,745,dull,snow,ЮЗ,3,-10.0,744,dull,,ЮЗ,3
2065,2003,1,10,-9.0,746,dull,snow,ЮЗ,3,-10.0,746,dull,,ЮЗ,3
2066,2003,1,11,-24.0,750,sun,,З,2,-27.0,751,sun,,З,2
2067,2003,1,12,-15.0,744,dull,,Ю,5,-13.0,743,dull,,Ю,5
2068,2003,1,13,-7.0,742,dull,snow,Ю,5,-5.0,738,dull,snow,Ю,5
2069,2003,1,14,-8.0,743,sunc,,СЗ,1,-14.0,743,suncl,,СЗ,1
2070,2003,1,15,0.0,732,dull,,З,2,0.0,734,dull,,З,2
2071,2003,1,16,1.0,738,dull,,З,4,1.0,738,dull,,З,4
2072,2003,1,17,0.0,748,sunc,,З,5,-3.0,744,sunc,,З,5
2073,2003,1,18,1.0,748,dull,,ЮЗ,4,1.0,748,dull,,ЮЗ,4
2074,2003,1,19,0.0,747,suncl,,ЮЗ,4,0.0,749,dull,,ЮЗ,4
2075,2003,1,20,0.0,750,dull,,З,2,0.0,751,dull,,З,2
2076,2003,1,22,-1.0,757,dull,,Ю,4,-3.0,758,dull,rain,Ю,4
2077,2003,1,23,-5.0,759,dull,snow,Ю,4,-7.0,759,dull,,Ю,4
2078,2003,1,24,-7.0,759,dull,snow,Ю,2,-7.0,760,dull,,Ю,2
2079,2003,1,25,-6.0,757,dull,snow,ЮЗ,3,-4.0,754,dull,snow,ЮЗ,3
2080,2003,1,26,0.0,753,dull,,ЮЗ,1,0.0,752,dull,rain,ЮЗ,1
2081,2003,1,27,0.0,744,dull,,ЮЗ,4,-1.0,743,dull,,ЮЗ,4
2082,2003,1,28,-1.0,735,dull,,Ю,4,-1.0,733,dull,snow,Ю,4
2083,2003,1,29,-2.0,728,dull,snow,Ю,4,0.0,729,dull,,Ю,4
2084,2003,1,30,-1.0,732,dull,,Ю,3,-2.0,732,dull,snow,Ю,3
2085,2003,1,31,-2.0,737,dull,,ЮЗ,3,-1.0,738,suncl,,ЮЗ,3
2086,2003,2,1,-8.0,744,suncl,,ЮЗ,2,-13.0,745,dull,,ЮЗ,2
2087,2003,2,2,-13.0,747,sunc,,СЗ,2,-20.0,749,sunc,,СЗ,2
2088,2003,2,3,-17.0,752,sunc,,СЗ,1,-20.0,751,sun,,СЗ,1
2089,2003,2,4,-15.0,748,dull,snow,СВ,2,-13.0,749,dull,,СВ,2
2090,2003,2,5,-10.0,750,dull,snow,ЮВ,1,-13.0,752,sun,,ЮВ,1
2091,2003,2,6,-10.0,753,sun,,ЮВ,2,-11.0,753,sun,,ЮВ,2
2092,2003,2,7,-9.0,752,dull,snow,В,3,-6.0,752,dull,snow,В,3
2093,2003,2,8,-4.0,759,suncl,,В,2,-8.0,761,dull,,В,2
2094,2003,2,9,-8.0,762,suncl,,В,4,-12.0,762,dull,,В,4
2095,2003,2,10,-12.0,762,sun,,ЮЗ,1,-14.0,762,sun,,ЮЗ,1
2096,2003,2,12,-12.0,759,dull,,ЮЗ,2,-11.0,756,dull,,ЮЗ,2
2097,2003,2,13,-5.0,750,dull,snow,З,3,-3.0,749,dull,snow,З,3
2098,2003,2,14,-1.0,747,dull,rain,СЗ,2,-2.0,746,dull,snow,СЗ,2
2099,2003,2,15,-12.0,756,sun,,С,4,-19.0,759,sun,,С,4
2100,2003,2,16,-12.0,760,dull,,З,3,-10.0,756,dull,,З,3
2101,2003,2,17,-5.0,745,dull,,СЗ,4,-4.0,745,dull,snow,СЗ,4
2102,2003,2,18,-4.0,744,dull,,СЗ,3,-6.0,743,dull,snow,СЗ,3
2103,2003,2,19,-4.0,739,dull,snow,Ш,0,-4.0,738,dull,,Ш,0
2104,2003,2,20,-7.0,742,suncl,,С,5,-8.0,747,suncl,,С,5
2105,2003,2,21,-11.0,757,sun,,З,2,-12.0,758,dull,,З,2
2106,2003,2,22,-4.0,758,dull,,ЮЗ,2,-8.0,756,sun,,ЮЗ,2
2107,2003,2,23,-2.0,759,suncl,,С,1,-9.0,759,sun,,С,1
2108,2003,2,24,-4.0,757,dull,,СЗ,2,-4.0,759,dull,,СЗ,2
2109,2003,2,25,-4.0,755,dull,,З,3,-4.0,754,dull,,З,3
2110,2003,2,26,-2.0,756,dull,,СЗ,2,-3.0,756,dull,,СЗ,2
2111,2003,2,27,-2.0,760,sunc,,СВ,2,-10.0,760,sun,,СВ,2
2112,2003,2,28,-4.0,762,sunc,,Ю,3,-9.0,760,sun,,Ю,3
2113,2003,3,1,-10.0,758,sun,,Ю,1,-15.0,757,sunc,,Ю,1
2114,2003,3,2,-9.0,757,sun,,Ю,1,-14.0,756,suncl,,Ю,1
2115,2003,3,3,-7.0,759,sun,,Ш,0,-13.0,759,sun,,Ш,0
2116,2003,3,4,-8.0,762,sun,,Ю,2,-13.0,761,sun,,Ю,2
2117,2003,3,5,-4.0,760,sun,,З,1,-10.0,760,sunc,,З,1
2118,2003,3,6,-5.0,760,sun,,З,1,-11.0,759,sun,,З,1
2119,2003,3,7,-6.0,762,sun,,Ш,0,-11.0,761,sun,,Ш,0
2120,2003,3,8,-2.0,761,sun,,Ю,2,-8.0,760,sun,,Ю,2
2121,2003,3,9,-3.0,756,suncl,,ЮВ,2,-4.0,754,dull,,ЮВ,2
2122,2003,3,10,0.0,754,suncl,,Ю,5,-5.0,755,sunc,,Ю,5
2123,2003,3,11,-1.0,753,dull,,Ю,5,-1.0,751,dull,,Ю,5
2124,2003,3,12,0.0,747,dull,,ЮВ,4,-1.0,745,sunc,,ЮВ,4
2125,2003,3,13,0.0,750,suncl,,В,3,-2.0,753,sunc,,В,3
2126,2003,3,14,1.0,759,suncl,,З,2,0.0,758,sun,,З,2
2127,2003,3,15,2.0,755,sunc,,З,1,0.0,753,dull,,З,1
2128,2003,3,16,1.0,753,sunc,,СЗ,5,-4.0,753,sun,,СЗ,5
2129,2003,3,17,0.0,749,sun,,Ю,2,-5.0,746,sun,,Ю,2
2130,2003,3,18,0.0,741,dull,snow,ЮЗ,1,0.0,742,dull,,ЮЗ,1
2131,2003,3,19,0.0,742,dull,,ЮЗ,4,0.0,740,dull,,ЮЗ,4
2132,2003,3,20,0.0,732,dull,snow,Ю,3,0.0,731,dull,snow,Ю,3
2133,2003,3,22,-6.0,749,suncl,,С,4,-6.0,753,sun,,С,4
2134,2003,3,23,-3.0,754,dull,,ЮЗ,2,-5.0,753,dull,,ЮЗ,2
2135,2003,3,24,-5.0,741,sunc,snow,Ю,6,-1.0,738,dull,snow,Ю,6
2136,2003,3,25,0.0,741,dull,,СЗ,4,-1.0,741,suncl,,СЗ,4
2137,2003,3,26,1.0,750,suncl,,ЮЗ,2,0.0,753,dull,,ЮЗ,2
2138,2003,3,27,0.0,756,sunc,,З,2,-4.0,753,sun,,З,2
2139,2003,3,28,4.0,749,sun,,ЮЗ,4,1.0,747,sun,,ЮЗ,4
2140,2003,3,29,6.0,746,sun,,З,4,2.0,748,sun,,З,4
2141,2003,3,30,4.0,746,sunc,,Ю,5,2.0,744,sunc,,Ю,5
2142,2003,3,31,3.0,739,dull,,Ю,7,2.0,738,dull,,Ю,7
2143,2003,4,1,2.0,740,dull,rain,В,1,0.0,738,dull,snow,В,1
2144,2003,4,2,-2.0,741,dull,snow,Ю,6,-4.0,743,dull,,Ю,6
2145,2003,4,3,0.0,747,sun,,Ю,3,0.0,747,sunc,,Ю,3
2146,2003,4,4,4.0,745,dull,,Ю,5,2.0,744,dull,,Ю,5
2147,2003,4,5,1.0,738,dull,,Ю,2,2.0,738,dull,,Ю,2
2148,2003,4,6,2.0,737,dull,,СВ,4,0.0,735,dull,snow,СВ,4
2149,2003,4,7,2.0,738,dull,,Ю,5,0.0,744,sunc,,Ю,5
2150,2003,4,8,6.0,748,dull,,В,5,6.0,747,dull,,В,5
2151,2003,4,9,5.0,747,dull,,В,6,2.0,748,dull,rain,В,6
2152,2003,4,10,3.0,758,suncl,,Ю,2,0.0,759,sunc,,Ю,2
2153,2003,4,11,0.0,756,dull,snow,СЗ,3,0.0,753,dull,snow,СЗ,3
2154,2003,4,12,7.0,754,sunc,,ЮЗ,3,4.0,754,sunc,,ЮЗ,3
2155,2003,4,13,9.0,755,dull,,В,2,5.0,756,dull,,В,2
2156,2003,4,14,10.0,758,dull,,С,2,6.0,759,sunc,,С,2
2157,2003,4,15,11.0,762,dull,,Ю,3,6.0,762,suncl,,Ю,3
2158,2003,4,16,10.0,764,suncl,,Ю,4,6.0,763,sunc,,Ю,4
2159,2003,4,17,11.0,762,dull,,ЮВ,4,7.0,762,sun,,ЮВ,4
2160,2003,4,18,11.0,765,sun,,Ю,2,4.0,764,sun,,Ю,2
2161,2003,4,19,13.0,759,sunc,,С,2,7.0,756,dull,,С,2
2162,2003,4,20,14.0,751,dull,,СЗ,3,9.0,750,sunc,,СЗ,3
2163,2003,4,21,15.0,751,suncl,,Ю,4,9.0,752,sunc,,Ю,4
2164,2003,4,22,16.0,752,suncl,,СЗ,2,10.0,750,sunc,,СЗ,2
2165,2003,4,23,17.0,749,suncl,,З,1,11.0,747,dull,,З,1
2166,2003,4,24,15.0,743,dull,,З,2,10.0,742,dull,,З,2
2167,2003,4,25,4.0,744,suncl,,СЗ,6,0.0,747,sun,,СЗ,6
2168,2003,4,26,2.0,748,suncl,,С,4,-1.0,748,sun,,С,4
2169,2003,4,27,1.0,750,suncl,,СЗ,3,-1.0,750,sun,,СЗ,3
2170,2003,4,28,2.0,750,dull,rain,Ю,4,1.0,747,dull,rain,Ю,4
2171,2003,4,29,10.0,747,dull,,Ю,3,8.0,747,suncl,,Ю,3
2172,2003,4,30,12.0,745,dull,,ЮЗ,4,12.0,745,sunc,,ЮЗ,4
2173,2003,5,1,21.0,745,suncl,,ЮЗ,4,18.0,740,dull,,ЮЗ,4
2174,2003,5,2,17.0,743,suncl,,З,7,11.0,743,dull,,З,7
2175,2003,5,3,15.0,747,sun,,З,5,10.0,747,sun,,З,5
2176,2003,5,4,11.0,738,dull,rain,ЮВ,6,10.0,744,dull,,ЮВ,6
2177,2003,5,5,7.0,741,dull,,С,3,7.0,747,dull,,С,3
2178,2003,5,6,15.0,754,sunc,,С,3,10.0,753,sunc,,С,3
2179,2003,5,7,20.0,750,dull,,ЮЗ,4,15.0,747,sunc,,ЮЗ,4
2180,2003,5,8,17.0,743,suncl,,З,4,12.0,744,sun,,З,4
2181,2003,5,9,16.0,747,sunc,,СЗ,4,11.0,747,suncl,,СЗ,4
2182,2003,5,10,20.0,750,dull,,ЮЗ,4,17.0,750,dull,,ЮЗ,4
2183,2003,5,11,18.0,751,dull,,Ю,2,15.0,752,suncl,,Ю,2
2184,2003,5,12,23.0,752,suncl,,ЮЗ,1,17.0,753,dull,,ЮЗ,1
2185,2003,5,13,21.0,752,dull,,ЮВ,2,17.0,752,dull,,ЮВ,2
2186,2003,5,14,24.0,752,suncl,,В,3,19.0,752,sunc,,В,3
2187,2003,5,15,21.0,752,sunc,,Ю,3,15.0,751,sun,,Ю,3
2188,2003,5,16,18.0,747,sun,,В,2,13.0,747,sunc,,В,2
2189,2003,5,17,13.0,746,dull,,ЮЗ,2,9.0,747,suncl,,ЮЗ,2
2190,2003,5,18,16.0,750,sunc,,З,3,11.0,750,sunc,,З,3
2191,2003,5,19,20.0,750,suncl,,Ю,3,14.0,750,sun,,Ю,3
2192,2003,5,20,23.0,750,suncl,,ЮЗ,3,17.0,750,dull,,ЮЗ,3
2193,2003,5,21,25.0,750,suncl,,ЮЗ,4,20.0,750,suncl,,ЮЗ,4
2194,2003,5,22,26.0,751,sunc,,СВ,1,21.0,750,sun,,СВ,1
2195,2003,5,23,27.0,747,suncl,,ЮЗ,5,22.0,747,dull,,ЮЗ,5
2196,2003,5,24,25.0,750,suncl,,Ш,0,20.0,750,sunc,,Ш,0
2197,2003,5,25,26.0,751,sunc,,СЗ,3,18.0,750,sunc,,СЗ,3
2198,2003,5,26,22.0,754,sun,,С,1,17.0,753,sun,,С,1
2199,2003,5,27,24.0,751,sun,,Ю,2,19.0,749,sun,,Ю,2
2200,2003,5,28,24.0,745,suncl,,СЗ,2,19.0,744,suncl,,СЗ,2
2201,2003,5,29,13.0,744,suncl,,С,2,11.0,744,sunc,,С,2
2202,2003,5,30,13.0,747,sun,,СЗ,4,9.0,747,sun,,СЗ,4
2203,2003,5,31,19.0,744,suncl,,ЮЗ,4,17.0,741,suncl,,ЮЗ,4
2204,2003,6,1,15.0,737,dull,,СЗ,3,12.0,737,dull,,СЗ,3
2205,2003,6,2,9.0,741,dull,,З,4,6.0,743,dull,,З,4
2206,2003,6,3,5.0,731,dull,,З,3,4.0,747,dull,,З,3
2207,2003,6,4,9.0,747,dull,,СЗ,4,7.0,747,dull,,СЗ,4
2208,2003,6,5,18.0,743,dull,,ЮЗ,4,14.0,742,dull,,ЮЗ,4
2209,2003,6,6,17.0,741,suncl,,З,2,14.0,739,dull,,З,2
2210,2003,6,7,12.0,739,dull,rain,Ш,0,11.0,743,dull,,Ш,0
2211,2003,6,8,13.0,744,dull,,З,2,11.0,744,sunc,,З,2
2212,2003,6,9,19.0,747,suncl,,СЗ,3,14.0,747,suncl,,СЗ,3
2213,2003,6,10,18.0,741,dull,,Ю,4,18.0,740,dull,,Ю,4
2214,2003,6,11,15.0,742,dull,,З,5,12.0,744,sunc,,З,5
2215,2003,6,12,14.0,742,dull,rain,ЮВ,1,13.0,742,suncl,,ЮВ,1
2216,2003,6,13,16.0,743,dull,,ЮЗ,3,12.0,740,dull,,ЮЗ,3
2217,2003,6,14,12.0,738,dull,storm,СЗ,5,10.0,740,dull,,СЗ,5
2218,2003,6,15,16.0,741,suncl,,СЗ,3,11.0,741,sun,,СЗ,3
2219,2003,6,16,15.0,741,suncl,,З,4,10.0,741,sun,,З,4
2220,2003,6,21,19.0,735,suncl,,З,3,15.0,735,suncl,,З,3
2221,2003,6,22,15.0,734,dull,,Ю,5,13.0,735,sunc,,Ю,5
2222,2003,6,23,18.0,737,suncl,,ЮЗ,2,14.0,738,suncl,,ЮЗ,2
2223,2003,6,24,16.0,741,suncl,,СЗ,3,13.0,742,suncl,,СЗ,3
2224,2003,6,25,19.0,741,dull,,СЗ,1,13.0,741,sunc,,СЗ,1
2225,2003,6,26,17.0,740,suncl,rain,СВ,2,15.0,740,suncl,,СВ,2
2226,2003,6,27,19.0,739,dull,rain,СВ,3,15.0,739,dull,rain,СВ,3
2227,2003,6,28,12.0,738,dull,,СЗ,3,11.0,738,dull,,СЗ,3
2228,2003,6,29,13.0,741,dull,,З,3,12.0,741,dull,,З,3
2229,2003,6,30,15.0,740,dull,,З,2,14.0,740,dull,,З,2
2230,2003,7,1,18.0,740,dull,,Ш,0,15.0,740,suncl,,Ш,0
2231,2003,7,2,23.0,741,suncl,,СЗ,2,17.0,741,suncl,,СЗ,2
2232,2003,7,3,24.0,742,suncl,,ЮЗ,4,18.0,743,suncl,,ЮЗ,4
2233,2003,7,4,25.0,743,suncl,,З,3,20.0,742,sun,,З,3
2234,2003,7,5,26.0,741,suncl,,ЮЗ,1,20.0,741,sunc,,ЮЗ,1
2235,2003,7,6,26.0,740,suncl,,Ю,2,20.0,739,suncl,,Ю,2
2236,2003,7,7,26.0,737,suncl,,В,2,18.0,735,dull,storm,В,2
2237,2003,7,8,24.0,736,suncl,,ЮВ,6,20.0,738,sun,,ЮВ,6
2238,2003,7,9,25.0,738,dull,,В,1,18.0,738,dull,,В,1
2239,2003,7,10,25.0,738,suncl,,Ю,3,19.0,738,sunc,,Ю,3
2240,2003,7,11,22.0,739,suncl,,СВ,1,18.0,739,suncl,,СВ,1
2241,2003,7,12,23.0,741,suncl,,ЮЗ,2,19.0,741,suncl,,ЮЗ,2
2242,2003,7,13,19.0,741,suncl,,Ю,1,19.0,741,sunc,,Ю,1
2243,2003,7,14,26.0,745,suncl,,Ю,1,21.0,747,suncl,,Ю,1
2244,2003,7,15,27.0,749,sunc,,В,2,23.0,747,suncl,,В,2
2245,2003,7,16,23.0,747,dull,storm,СВ,2,19.0,747,sun,,СВ,2
2246,2003,7,17,19.0,750,dull,,СВ,3,18.0,750,suncl,,СВ,3
2247,2003,7,18,24.0,750,suncl,,СВ,2,19.0,749,sunc,,СВ,2
2248,2003,7,19,22.0,748,suncl,,С,3,18.0,748,sun,,С,3
2249,2003,7,20,20.0,748,dull,,СВ,4,17.0,749,suncl,,СВ,4
2250,2003,7,21,22.0,752,sun,,ЮВ,2,16.0,752,sunc,,ЮВ,2
2251,2003,7,22,23.0,753,suncl,,СЗ,2,17.0,753,sun,,СЗ,2
2252,2003,7,23,24.0,753,suncl,,ЮЗ,2,17.0,752,sunc,,ЮЗ,2
2253,2003,7,24,25.0,751,suncl,,Ю,1,20.0,750,suncl,,Ю,1
2254,2003,7,25,26.0,750,suncl,,Ю,2,19.0,749,sunc,,Ю,2
2255,2003,7,26,26.0,750,sunc,,В,1,20.0,750,sunc,,В,1
2256,2003,7,27,25.0,751,suncl,,Ю,2,20.0,751,sunc,,Ю,2
2257,2003,7,28,28.0,754,dull,storm,Ю,2,20.0,754,dull,,Ю,2
2258,2003,7,29,27.0,753,dull,,Ю,1,21.0,753,sunc,,Ю,1
2259,2003,7,30,26.0,750,suncl,,С,3,17.0,750,dull,,С,3
2260,2003,7,31,24.0,750,suncl,,В,2,17.0,750,sunc,,В,2
2261,2003,8,1,19.0,753,dull,,СВ,2,18.0,744,dull,,СВ,2
2262,2003,8,2,25.0,754,sunc,,СВ,2,18.0,754,sun,,СВ,2
2263,2003,8,3,26.0,753,sunc,,ЮВ,2,18.0,753,sun,,ЮВ,2
2264,2003,8,4,27.0,752,sunc,,СВ,1,19.0,751,sun,,СВ,1
2265,2003,8,5,25.0,748,suncl,storm,З,2,20.0,747,suncl,,З,2
2266,2003,8,6,22.0,745,dull,,Ю,2,17.0,745,dull,rain,Ю,2
2267,2003,8,7,21.0,744,suncl,,Ю,3,17.0,743,suncl,,Ю,3
2268,2003,8,8,21.0,743,suncl,,З,3,17.0,744,sunc,,З,3
2269,2003,8,9,23.0,744,dull,,З,2,16.0,744,sunc,,З,2
2270,2003,8,10,23.0,744,suncl,,ЮЗ,2,16.0,743,dull,storm,ЮЗ,2
2271,2003,8,11,23.0,743,dull,,ЮВ,3,16.0,743,dull,,ЮВ,3
2272,2003,8,12,15.0,741,dull,storm,В,2,16.0,738,dull,storm,В,2
2273,2003,8,13,16.0,734,dull,,СВ,2,13.0,734,dull,,СВ,2
2274,2003,8,14,19.0,737,suncl,,СЗ,3,15.0,738,dull,,СЗ,3
2275,2003,8,15,23.0,741,suncl,,Ю,3,18.0,741,dull,,Ю,3
2276,2003,8,16,22.0,741,sunc,,З,3,16.0,741,sunc,,З,3
2277,2003,8,17,21.0,744,suncl,,З,4,15.0,745,suncl,,З,4
2278,2003,8,18,18.0,747,suncl,,З,3,14.0,747,sunc,,З,3
2279,2003,8,19,16.0,748,suncl,,СЗ,1,12.0,748,suncl,,СЗ,1
2280,2003,8,20,20.0,748,sunc,,В,2,17.0,747,dull,,В,2
2281,2003,8,21,15.0,743,dull,,ЮВ,4,15.0,742,dull,rain,ЮВ,4
2282,2003,8,22,21.0,744,suncl,,З,3,15.0,744,dull,,З,3
2283,2003,8,23,20.0,742,suncl,,Ю,2,16.0,742,suncl,,Ю,2
2284,2003,8,24,22.0,739,dull,,Ю,2,16.0,736,suncl,,Ю,2
2285,2003,8,25,18.0,735,suncl,,ЮЗ,5,15.0,743,suncl,rain,ЮЗ,5
2286,2003,8,26,18.0,736,dull,,ЮЗ,3,14.0,738,suncl,,ЮЗ,3
2287,2003,8,27,18.0,738,suncl,,Ю,3,13.0,738,suncl,,Ю,3
2288,2003,8,28,16.0,738,suncl,,ЮЗ,6,11.0,741,sun,,ЮЗ,6
2289,2003,8,29,19.0,747,suncl,,З,4,9.0,747,sun,,З,4
2290,2003,8,30,22.0,741,dull,,Ю,6,21.0,738,dull,,Ю,6
2291,2003,8,31,19.0,741,suncl,,З,4,15.0,742,dull,,З,4
2292,2003,9,1,19.0,743,dull,,В,2,14.0,738,dull,,В,2
2293,2003,9,2,13.0,740,dull,,СЗ,3,11.0,743,dull,,СЗ,3
2294,2003,9,3,16.0,748,suncl,,В,1,13.0,748,suncl,,В,1
2295,2003,9,4,12.0,747,dull,,ЮВ,3,11.0,746,dull,,ЮВ,3
2296,2003,9,5,13.0,744,suncl,,С,2,11.0,744,dull,,С,2
2297,2003,9,6,10.0,748,dull,,СЗ,3,8.0,749,dull,,СЗ,3
2298,2003,9,7,10.0,748,dull,,С,4,10.0,744,dull,rain,С,4
2299,2003,9,8,8.0,736,dull,rain,С,2,8.0,736,dull,,С,2
2300,2003,9,9,10.0,741,dull,rain,С,3,10.0,744,suncl,rain,С,3
2301,2003,9,10,13.0,749,suncl,,С,3,7.0,750,sun,,С,3
2302,2003,9,11,16.0,752,sun,,С,2,15.0,752,sun,,С,2
2303,2003,9,12,18.0,753,sunc,,СЗ,2,9.0,753,sunc,,СЗ,2
2304,2003,9,13,19.0,755,suncl,,З,3,9.0,754,suncl,,З,3
2305,2003,9,14,15.0,756,dull,,З,2,9.0,756,sun,,З,2
2306,2003,9,15,19.0,755,suncl,,ЮЗ,3,11.0,753,sunc,,ЮЗ,3
2307,2003,9,16,19.0,748,suncl,,З,4,14.0,747,sunc,,З,4
2308,2003,9,17,18.0,744,dull,,З,2,14.0,744,dull,,З,2
2309,2003,9,18,15.0,748,suncl,,С,2,8.0,750,sun,,С,2
2310,2003,9,19,18.0,751,suncl,,З,3,13.0,750,suncl,,З,3
2311,2003,9,20,18.0,741,dull,,З,6,9.0,746,suncl,,З,6
2312,2003,9,21,12.0,755,sunc,,СЗ,3,5.0,754,sun,,СЗ,3
2313,2003,9,22,14.0,753,suncl,,Ю,4,10.0,751,dull,,Ю,4
2314,2003,9,23,19.0,750,sun,,Ю,4,14.0,750,sun,,Ю,4
2315,2003,9,24,23.0,750,sun,,ЮЗ,4,15.0,750,sun,,ЮЗ,4
2316,2003,9,25,11.0,754,dull,,С,2,9.0,756,dull,,С,2
2317,2003,9,26,11.0,759,dull,,СВ,2,7.0,759,sunc,,СВ,2
2318,2003,9,27,13.0,756,dull,,В,2,13.0,753,sun,,В,2
2319,2003,9,28,17.0,750,dull,,Ю,2,13.0,750,suncl,,Ю,2
2320,2003,9,29,20.0,750,sunc,,Ю,1,14.0,751,sun,,Ю,1
2321,2003,9,30,21.0,752,sun,,ЮВ,2,12.0,751,sun,,ЮВ,2
2322,2003,10,1,18.0,751,dull,,Ю,3,14.0,750,suncl,,Ю,3
2323,2003,10,2,19.0,750,suncl,,Ю,4,14.0,749,dull,,Ю,4
2324,2003,10,3,19.0,747,sunc,,Ю,4,11.0,747,sun,,Ю,4
2325,2003,10,4,17.0,744,dull,,ЮВ,4,10.0,743,dull,,ЮВ,4
2326,2003,10,5,12.0,743,suncl,,Ш,0,7.0,743,sunc,,Ш,0
2327,2003,10,6,11.0,741,dull,,ЮВ,3,14.0,739,dull,,ЮВ,3
2328,2003,10,7,8.0,732,dull,,ЮЗ,10,8.0,739,sunc,,ЮЗ,10
2329,2003,10,8,11.0,744,dull,,Ю,4,9.0,744,dull,,Ю,4
2330,2003,10,9,12.0,741,dull,,В,3,14.0,740,dull,,В,3
2331,2003,10,10,12.0,739,dull,,Ю,7,12.0,741,dull,,Ю,7
2332,2003,10,11,11.0,747,dull,,Ю,4,10.0,747,dull,,Ю,4
2333,2003,10,12,10.0,746,dull,,Ю,2,9.0,745,dull,,Ю,2
2334,2003,10,13,8.0,747,dull,rain,Ю,2,8.0,747,dull,rain,Ю,2
2335,2003,10,14,9.0,750,suncl,,З,3,3.0,750,sun,,З,3
2336,2003,10,15,6.0,750,dull,,ЮЗ,2,2.0,752,sun,,ЮЗ,2
2337,2003,10,16,7.0,752,suncl,,Ю,2,3.0,752,dull,rain,Ю,2
2338,2003,10,17,7.0,753,dull,,З,3,5.0,753,dull,,З,3
2339,2003,10,18,6.0,749,dull,,ЮЗ,3,4.0,748,dull,,ЮЗ,3
2340,2003,10,19,6.0,745,dull,,З,4,4.0,747,dull,,З,4
2341,2003,10,20,6.0,746,suncl,,ЮЗ,4,4.0,745,dull,,ЮЗ,4
2342,2003,10,21,4.0,741,dull,rain,Ю,3,5.0,739,dull,rain,Ю,3
2343,2003,10,22,0.0,741,dull,snow,С,5,0.0,744,suncl,,С,5
2344,2003,10,23,-1.0,746,dull,,В,2,-2.0,744,dull,,В,2
2345,2003,10,24,-1.0,741,dull,,ЮВ,1,-2.0,739,dull,snow,ЮВ,1
2346,2003,10,25,-2.0,736,dull,,З,4,-2.0,736,dull,,З,4
2347,2003,10,26,1.0,733,suncl,,ЮЗ,4,0.0,735,dull,,ЮЗ,4
2348,2003,10,27,-2.0,739,dull,snow,СЗ,3,-3.0,742,dull,,СЗ,3
2349,2003,10,28,-2.0,747,dull,,ЮЗ,3,-3.0,745,dull,,ЮЗ,3
