,year,month,day,td,pd,cloudd,precipd,wdird,wsd,tn,pn,cloudn,precipn,wdirn,wsn
4030,2010,6,7,21.0,748,sunc,,СЗ,4,17.0,747,sun,,СЗ,4
4031,2010,6,8,24.0,745,suncl,,ЮЗ,3,20.0,744,suncl,,ЮЗ,3
4032,2010,6,9,22.0,745,suncl,,С,4,18.0,747,suncl,,С,4
4033,2010,6,10,19.0,749,suncl,,З,2,16.0,749,suncl,,З,2
4034,2010,6,11,16.0,748,dull,,ЮВ,2,17.0,746,sunc,,ЮВ,2
4035,2010,6,12,30.0,741,sunc,,ЮЗ,6,26.0,740,sun,,ЮЗ,6
4036,2010,6,13,31.0,739,sunc,,ЮЗ,7,21.0,740,dull,,ЮЗ,7
4037,2010,6,14,19.0,747,suncl,,СЗ,3,16.0,748,sun,,СЗ,3
4038,2010,6,15,19.0,747,suncl,,В,1,14.0,746,suncl,rain,В,1
4039,2010,6,16,19.0,743,dull,,З,3,16.0,742,sunc,,З,3
4040,2010,6,17,14.0,745,suncl,,СЗ,2,12.0,745,suncl,,СЗ,2
4041,2010,6,18,17.0,746,sunc,,З,3,12.0,746,sunc,,З,3
4042,2010,6,19,22.0,749,suncl,,Ю,2,16.0,750,suncl,,Ю,2
4043,2010,6,20,24.0,752,suncl,,ЮВ,2,19.0,752,sun,,ЮВ,2
4044,2010,6,21,28.0,751,sun,,ЮВ,4,20.0,750,sun,,ЮВ,4
4045,2010,6,22,29.0,749,sun,,Ю,3,23.0,747,sun,,Ю,3
4046,2010,6,23,30.0,746,sun,,Ю,5,21.0,745,sun,,Ю,5
4047,2010,6,24,32.0,746,sun,,ЮВ,2,23.0,746,sun,,ЮВ,2
4048,2010,6,25,33.0,746,sunc,,ЮВ,3,23.0,745,sun,,ЮВ,3
4049,2010,6,26,34.0,747,sun,,В,2,26.0,746,sun,,В,2
4050,2010,6,27,35.0,747,suncl,,ЮЗ,2,29.0,747,suncl,,ЮЗ,2
4051,2010,6,28,29.0,747,sunc,,С,4,24.0,747,sun,,С,4
4052,2010,6,29,27.0,748,sun,,С,3,23.0,748,sun,,С,3
4053,2010,6,30,26.0,749,sun,,СВ,4,21.0,749,sunc,,СВ,4
4054,2010,7,1,25.0,749,sun,,СВ,3,19.0,749,sun,,СВ,3
4055,2010,7,2,28.0,747,sunc,,ЮВ,2,24.0,746,sunc,,ЮВ,2
4056,2010,7,3,30.0,746,sun,,С,3,25.0,746,sun,,С,3
4057,2010,7,4,27.0,748,suncl,,С,3,23.0,748,sun,,С,3
4058,2010,7,5,28.0,748,sun,,СВ,3,25.0,747,dull,,СВ,3
4059,2010,7,6,30.0,745,sunc,,В,3,22.0,744,dull,,В,3
4060,2010,7,7,24.0,745,suncl,,ЮЗ,1,22.0,745,sunc,,ЮЗ,1
4061,2010,7,8,29.0,747,suncl,,ЮВ,2,22.0,748,sunc,,ЮВ,2
4062,2010,7,9,33.0,748,suncl,,ЮВ,2,25.0,749,sunc,,ЮВ,2
4063,2010,7,10,34.0,749,suncl,,СВ,2,21.0,750,sunc,,СВ,2
4064,2010,7,11,30.0,750,suncl,,СВ,1,25.0,749,sunc,,СВ,1
4065,2010,7,12,31.0,749,suncl,,С,3,27.0,748,sun,,С,3
4066,2010,7,13,29.0,748,sun,,СВ,4,25.0,747,sun,,СВ,4
4067,2010,7,14,29.0,748,sun,,В,2,25.0,747,sun,,В,2
4068,2010,7,15,32.0,747,suncl,,С,4,27.0,747,sunc,,С,4
4069,2010,7,16,32.0,749,sunc,,С,2,25.0,749,sun,,С,2
4070,2010,7,17,35.0,749,suncl,,З,2,27.0,748,sun,,З,2
4071,2010,7,18,32.0,748,suncl,,С,3,28.0,748,sunc,,С,3
4072,2010,7,19,30.0,750,sunc,,С,2,24.0,749,sun,,С,2
4073,2010,7,20,33.0,749,sun,,З,1,25.0,748,sun,,З,1
4074,2010,7,21,34.0,748,suncl,,В,1,28.0,748,sun,,В,1
4075,2010,7,22,30.0,749,suncl,,С,2,25.0,749,dull,,С,2
4076,2010,7,23,36.0,748,sunc,,С,1,29.0,748,sun,,С,1
4077,2010,7,24,37.0,747,sunc,,ЮВ,2,29.0,746,sun,,ЮВ,2
4078,2010,7,25,37.0,746,suncl,,В,3,25.0,746,sunc,,В,3
4079,2010,7,26,36.0,748,suncl,rain,Ю,4,26.0,749,sunc,,Ю,4
4080,2010,7,27,35.0,750,suncl,,В,2,31.0,749,suncl,,В,2
4081,2010,7,28,38.0,747,sunc,,В,3,33.0,746,sun,,В,3
4082,2010,7,29,39.0,744,suncl,,Ю,7,27.0,747,sunc,storm,Ю,7
4083,2010,7,30,33.0,749,sunc,,Ю,3,26.0,749,sun,,Ю,3
4084,2010,7,31,31.0,750,sun,,С,2,23.0,750,sun,,С,2
4085,2010,8,1,35.0,749,sun,,ЮВ,2,28.0,748,suncl,,ЮВ,2
4086,2010,8,2,37.0,748,sunc,,ЮВ,2,30.0,747,sun,,ЮВ,2
4087,2010,8,3,34.0,747,suncl,,СВ,1,24.0,746,sun,,СВ,1
4088,2010,8,4,39.0,746,sunc,,Ю,2,28.0,746,sunc,,Ю,2
4089,2010,8,5,34.0,749,sun,,СВ,3,28.0,749,sun,,СВ,3
4090,2010,8,6,39.0,752,sun,,Ю,1,28.0,752,sun,,Ю,1
4091,2010,8,7,37.0,752,sun,,В,2,28.0,752,sun,,В,2
4092,2010,8,8,37.0,751,sun,,В,2,30.0,750,sun,,В,2
4093,2010,8,9,36.0,749,sun,,ЮВ,3,29.0,749,sunc,,ЮВ,3
4094,2010,8,10,37.0,749,sun,,Ю,3,27.0,748,suncl,,Ю,3
4095,2010,8,11,36.0,748,sun,,Ю,2,25.0,748,sun,,Ю,2
4096,2010,8,12,33.0,750,sun,,СВ,1,28.0,751,sun,,СВ,1
4097,2010,8,13,31.0,753,sun,,СВ,2,26.0,753,sun,,СВ,2
4098,2010,8,14,31.0,754,sun,,СВ,2,25.0,754,sun,,СВ,2
4099,2010,8,15,29.0,752,sun,,С,2,22.0,751,sun,,С,2
4100,2010,8,16,27.0,750,sunc,,СВ,2,23.0,749,suncl,,СВ,2
4101,2010,8,17,29.0,748,sun,,С,2,24.0,746,sun,,С,2
4102,2010,8,18,33.0,739,sunc,,ЮЗ,4,28.0,737,suncl,,ЮЗ,4
4103,2010,8,19,22.0,736,dull,,З,3,19.0,736,sunc,,З,3
4104,2010,8,20,11.0,740,dull,,С,4,12.0,744,suncl,,С,4
4105,2010,8,21,18.0,749,sunc,,С,3,11.0,749,sun,,С,3
4106,2010,8,22,21.0,746,suncl,,З,3,20.0,744,sunc,,З,3
4107,2010,8,23,23.0,741,suncl,,ЮЗ,3,20.0,740,dull,,ЮЗ,3
4108,2010,8,24,23.0,742,suncl,,ЮЗ,3,18.0,739,dull,,ЮЗ,3
4109,2010,8,25,25.0,740,sunc,,З,3,21.0,738,dull,storm,З,3
4110,2010,8,26,22.0,740,suncl,,З,6,17.0,740,dull,,З,6
4111,2010,8,27,18.0,741,suncl,,З,3,12.0,742,sunc,,З,3
4112,2010,8,28,14.0,734,dull,rain,ЮВ,3,17.0,734,suncl,,ЮВ,3
4113,2010,8,29,15.0,737,dull,,З,5,13.0,739,dull,,З,5
4114,2010,8,30,15.0,744,suncl,,З,3,9.0,746,sunc,,З,3
4115,2010,8,31,15.0,751,sunc,,В,2,11.0,751,sunc,,В,2
4116,2010,9,1,16.0,747,suncl,,В,4,17.0,744,sunc,,В,4
4117,2010,9,2,24.0,738,suncl,,Ю,3,18.0,739,suncl,,Ю,3
4118,2010,9,3,14.0,744,suncl,,З,6,12.0,747,sunc,,З,6
4119,2010,9,4,18.0,751,suncl,,З,6,,,,,,
4120,2010,9,5,16.0,753,suncl,,С,2,10.0,753,sun,,С,2
4121,2010,9,6,12.0,753,dull,,СВ,2,6.0,753,suncl,,СВ,2
4122,2010,9,7,14.0,754,sunc,,С,2,9.0,755,sun,,С,2
4123,2010,9,8,12.0,756,dull,,В,1,6.0,755,dull,,В,1
4124,2010,9,9,16.0,756,dull,,С,3,12.0,757,suncl,,С,3
4125,2010,9,10,20.0,757,sun,,С,2,10.0,757,sun,,С,2
4126,2010,9,11,21.0,757,sunc,,З,2,12.0,756,dull,,З,2
4127,2010,9,12,15.0,754,suncl,,С,3,10.0,753,sun,,С,3
4128,2010,9,13,16.0,753,suncl,,С,1,10.0,754,sun,,С,1
4129,2010,9,14,18.0,754,dull,,СЗ,2,13.0,753,suncl,,СЗ,2
4130,2010,9,15,22.0,751,sunc,,ЮЗ,3,18.0,749,sunc,,ЮЗ,3
4131,2010,9,16,25.0,747,sun,,ЮЗ,6,20.0,747,suncl,,ЮЗ,6
4132,2010,9,17,20.0,747,sunc,,З,2,11.0,747,sun,,З,2
4133,2010,9,18,17.0,744,dull,,З,2,13.0,745,sunc,,З,2
4134,2010,9,19,15.0,747,dull,,З,1,11.0,747,dull,,З,1
4135,2010,9,20,15.0,750,suncl,,СЗ,2,9.0,751,dull,,СЗ,2
4136,2010,9,21,17.0,753,sunc,,В,1,13.0,752,dull,,В,1
4137,2010,9,22,14.0,744,dull,,ЮЗ,3,10.0,745,dull,,ЮЗ,3
4138,2010,9,23,10.0,745,dull,,З,3,9.0,747,dull,,З,3
4139,2010,9,24,15.0,750,suncl,,С,3,7.0,750,sun,,С,3
4140,2010,9,25,19.0,751,sun,,ЮЗ,2,11.0,751,sun,,ЮЗ,2
4141,2010,9,26,19.0,751,sun,,ЮЗ,3,12.0,750,sunc,,ЮЗ,3
4142,2010,9,27,22.0,747,sun,,Ю,1,13.0,745,sun,,Ю,1
4143,2010,9,28,20.0,738,suncl,,ЮЗ,5,15.0,738,sun,,ЮЗ,5
4144,2010,9,29,8.0,739,dull,rain,С,3,5.0,745,dull,,С,3
4145,2010,9,30,10.0,748,sunc,,СВ,3,7.0,748,dull,,СВ,3
4146,2010,10,1,8.0,748,sunc,,СВ,3,4.0,749,sunc,,СВ,3
4147,2010,10,2,8.0,754,sunc,,С,2,4.0,756,dull,,С,2
4148,2010,10,3,8.0,760,sunc,,В,2,4.0,761,suncl,,В,2
4149,2010,10,4,4.0,762,sunc,,В,1,-3.0,762,sun,,В,1
4150,2010,10,5,5.0,763,dull,,В,2,4.0,762,dull,,В,2
4151,2010,10,6,9.0,763,dull,,С,2,4.0,763,dull,,С,2
4152,2010,10,7,13.0,762,sun,,С,3,6.0,762,sun,,С,3
4153,2010,10,8,14.0,761,sunc,,СВ,3,5.0,761,sun,,СВ,3
4154,2010,10,9,13.0,757,sun,,С,2,4.0,755,sun,,С,2
4155,2010,10,10,14.0,748,sun,,ЮЗ,2,7.0,745,sun,,ЮЗ,2
4156,2010,10,11,7.0,738,dull,rain,З,2,5.0,739,dull,,З,2
4157,2010,10,12,4.0,735,dull,rain,ЮЗ,4,2.0,733,suncl,rain,ЮЗ,4
4158,2010,10,13,3.0,734,dull,,СЗ,4,2.0,737,suncl,,СЗ,4
4159,2010,10,14,5.0,740,dull,,З,3,3.0,740,suncl,,З,3
4160,2010,10,15,5.0,734,suncl,,Ю,5,2.0,736,suncl,,Ю,5
4161,2010,10,16,5.0,747,suncl,,З,3,1.0,749,dull,,З,3
4162,2010,10,17,7.0,752,suncl,,СЗ,3,-1.0,754,sun,,СЗ,3
4163,2010,10,18,4.0,757,suncl,,З,1,-4.0,757,sun,,З,1
4164,2010,10,19,7.0,757,sun,,Ю,2,3.0,756,sun,,Ю,2
4165,2010,10,20,5.0,750,dull,,ЮВ,8,3.0,748,suncl,rain,ЮВ,8
4166,2010,10,21,6.0,737,dull,,Ю,3,7.0,738,sunc,,Ю,3
4167,2010,10,22,4.0,745,dull,,З,5,4.0,746,dull,,З,5
4168,2010,10,23,8.0,752,sun,,З,5,3.0,752,sun,,З,5
4169,2010,10,24,10.0,753,sun,,ЮЗ,4,5.0,753,sun,,ЮЗ,4
4170,2010,10,25,9.0,751,sun,,ЮЗ,4,6.0,752,sun,,ЮЗ,4
4171,2010,10,26,9.0,749,dull,,Ю,3,9.0,748,dull,,Ю,3
4172,2010,10,27,4.0,745,dull,rain,С,4,3.0,746,dull,rain,С,4
4173,2010,10,28,-1.0,749,dull,,С,4,-1.0,749,dull,,С,4
4174,2010,10,29,2.0,744,suncl,rain,З,2,2.0,743,dull,rain,З,2
4175,2010,10,30,6.0,749,sunc,,СЗ,2,5.0,751,suncl,,СЗ,2
4176,2010,10,31,11.0,755,sun,,З,3,4.0,756,sun,,З,3
4177,2010,11,1,10.0,753,sun,,ЮЗ,3,5.0,751,sun,,ЮЗ,3
4178,2010,11,2,8.0,747,dull,,З,4,7.0,747,dull,,З,4
4179,2010,11,3,9.0,749,dull,,Ю,5,7.0,749,dull,,Ю,5
4180,2010,11,4,8.0,739,dull,rain,ЮЗ,5,7.0,738,dull,,ЮЗ,5
4181,2010,11,5,6.0,736,sun,,З,3,2.0,735,dull,,З,3
4182,2010,11,6,5.0,738,dull,,З,3,1.0,737,suncl,,З,3
4183,2010,11,7,5.0,739,sun,,З,3,2.0,742,dull,,З,3
4184,2010,11,8,6.0,746,dull,,Ю,4,7.0,743,dull,,Ю,4
4185,2010,11,9,12.0,740,suncl,,Ю,5,10.0,742,sunc,,Ю,5
4186,2010,11,10,15.0,740,sunc,,Ю,6,13.0,740,sunc,,Ю,6
4187,2010,11,11,14.0,739,sunc,,З,4,9.0,742,dull,,З,4
4188,2010,11,12,10.0,739,dull,,ЮЗ,3,7.0,738,sun,,ЮЗ,3
4189,2010,11,13,8.0,733,sunc,,З,5,7.0,734,sunc,,З,5
4190,2010,11,14,8.0,740,sunc,,З,3,6.0,745,sun,,З,3
4191,2010,11,15,13.0,748,sun,,Ю,4,9.0,748,sun,,Ю,4
4192,2010,11,16,9.0,749,dull,rain,СЗ,2,8.0,750,dull,rain,СЗ,2
4193,2010,11,17,5.0,756,suncl,,С,2,3.0,759,dull,,С,2
4194,2010,11,18,1.0,762,dull,,ЮВ,3,1.0,762,dull,,ЮВ,3
4195,2010,11,19,1.0,757,dull,rain,Ю,3,1.0,755,dull,rain,Ю,3
4196,2010,11,20,3.0,752,dull,rain,В,1,1.0,753,dull,snow,В,1
4197,2010,11,21,0.0,753,dull,snow,В,3,0.0,750,dull,snow,В,3
4198,2010,11,22,-2.0,749,dull,,С,2,-4.0,750,dull,,С,2
4199,2010,11,23,0.0,746,dull,,Ю,2,0.0,744,dull,,Ю,2
4200,2010,11,24,4.0,733,dull,,Ю,6,4.0,729,dull,rain,Ю,6
4201,2010,11,25,4.0,737,suncl,,ЮЗ,4,1.0,738,sun,,ЮЗ,4
4202,2010,11,26,1.0,741,suncl,,ЮЗ,3,0.0,743,suncl,,ЮЗ,3
4203,2010,11,27,0.0,741,dull,,С,1,-4.0,741,sun,,С,1
4204,2010,11,28,-6.0,746,suncl,,СЗ,3,-8.0,748,dull,,СЗ,3
4205,2010,11,29,-13.0,752,dull,,С,3,-15.0,749,dull,,С,3
4206,2010,11,30,-15.0,737,dull,snow,СВ,4,-17.0,739,sunc,,СВ,4
4207,2010,12,1,-20.0,749,sun,,С,3,-23.0,752,sun,,С,3
4208,2010,12,2,-19.0,759,sun,,З,1,-22.0,761,sun,,З,1
4209,2010,12,3,-11.0,757,dull,,ЮВ,3,-12.0,756,dull,snow,ЮВ,3
4210,2010,12,4,-3.0,746,dull,,ЮЗ,5,0.0,748,dull,,ЮЗ,5
4211,2010,12,5,-5.0,748,dull,,С,2,-5.0,747,dull,,С,2
4212,2010,12,6,-8.0,748,sun,,СЗ,2,-9.0,749,suncl,,СЗ,2
4213,2010,12,7,-3.0,747,dull,snow,Ю,2,-3.0,747,dull,snow,Ю,2
4214,2010,12,8,1.0,743,sun,,З,1,-2.0,745,dull,,З,1
4215,2010,12,9,1.0,740,dull,rain,Ю,5,2.0,735,dull,rain,Ю,5
4216,2010,12,10,4.0,730,dull,rain,Ю,5,-3.0,733,dull,snow,Ю,5
4217,2010,12,11,-7.0,743,dull,,ЮЗ,3,-12.0,745,sunc,,ЮЗ,3
4218,2010,12,12,-5.0,744,dull,snow,СВ,2,-4.0,742,dull,,СВ,2
4219,2010,12,13,-4.0,743,suncl,,В,2,-5.0,743,suncl,,В,2
4220,2010,12,14,-9.0,745,dull,,С,1,-10.0,745,dull,,С,1
4221,2010,12,15,-9.0,746,dull,,СЗ,1,-10.0,745,suncl,,СЗ,1
4222,2010,12,16,-8.0,745,dull,snow,ЮЗ,2,-10.0,745,dull,,ЮЗ,2
4223,2010,12,17,-10.0,748,sun,,Ш,0,-15.0,749,sun,,Ш,0
4224,2010,12,18,-10.0,745,dull,snow,В,4,-7.0,746,dull,snow,В,4
4225,2010,12,19,-5.0,748,dull,,ЮВ,4,-6.0,745,dull,,ЮВ,4
4226,2010,12,20,-9.0,747,sun,,З,4,-10.0,747,suncl,,З,4
4227,2010,12,21,0.0,741,dull,,ЮЗ,4,-3.0,746,dull,,ЮЗ,4
4228,2010,12,22,-6.0,752,dull,snow,Ю,1,-6.0,750,dull,,Ю,1
4229,2010,12,23,-5.0,750,dull,,З,1,-6.0,751,dull,,З,1
4230,2010,12,24,-6.0,749,dull,,ЮВ,3,-5.0,747,dull,snow,ЮВ,3
4231,2010,12,25,1.0,743,dull,rain,ЮВ,3,2.0,742,dull,rain,ЮВ,3
4232,2010,12,26,1.0,741,dull,rain,Ю,3,1.0,741,dull,rain,Ю,3
4233,2010,12,27,-5.0,747,dull,,С,2,-5.0,749,dull,snow,С,2
4234,2010,12,28,-5.0,753,dull,,СВ,1,-6.0,753,dull,,СВ,1
4235,2010,12,29,-3.0,749,dull,,В,4,0.0,749,dull,snow,В,4
4236,2010,12,30,-8.0,753,suncl,,Ю,1,-10.0,750,dull,,Ю,1
4237,2010,12,31,-8.0,747,dull,snow,ЮЗ,3,-9.0,747,suncl,,ЮЗ,3
4238,2011,1,1,-6.0,743,suncl,snow,ЮЗ,3,-5.0,741,dull,snow,ЮЗ,3
4239,2011,1,2,-2.0,736,dull,snow,Ю,6,-1.0,737,dull,snow,Ю,6
4240,2011,1,3,-6.0,747,suncl,,ЮЗ,4,-12.0,750,sun,,ЮЗ,4
4241,2011,1,4,-11.0,752,dull,snow,СВ,2,-9.0,749,dull,snow,СВ,2
4242,2011,1,5,-10.0,751,sun,,З,4,-12.0,754,dull,,З,4
4243,2011,1,6,-7.0,760,sun,,ЮЗ,3,-9.0,762,suncl,,ЮЗ,3
4244,2011,1,7,-13.0,763,sun,,Ю,4,-16.0,761,sun,,Ю,4
4245,2011,1,8,-7.0,759,dull,,Ю,3,-6.0,759,dull,,Ю,3
4246,2011,1,9,-2.0,758,dull,,Ю,4,-3.0,758,dull,,Ю,4
4247,2011,1,10,-5.0,757,dull,,Ю,6,-4.0,756,dull,,Ю,6
4248,2011,1,11,0.0,755,dull,,З,2,-1.0,756,dull,,З,2
4249,2011,1,12,-4.0,755,suncl,,Ю,4,-5.0,753,dull,,Ю,4
4250,2011,1,13,-7.0,744,dull,snow,Ю,5,-7.0,744,dull,snow,Ю,5
4251,2011,1,14,-3.0,744,dull,snow,Ю,2,-4.0,744,dull,,Ю,2
4252,2011,1,15,-4.0,747,dull,,СЗ,2,-6.0,748,dull,snow,СЗ,2
4253,2011,1,16,-8.0,752,dull,snow,С,3,-12.0,753,suncl,snow,С,3
4254,2011,1,17,-13.0,753,sun,,С,2,-20.0,753,sun,,С,2
4255,2011,1,18,-15.0,756,sunc,,СЗ,1,-21.0,757,sun,,СЗ,1
4256,2011,1,19,-15.0,757,sun,,ЮЗ,1,-17.0,756,sun,,ЮЗ,1
4257,2011,1,20,-16.0,757,dull,,ЮВ,2,-17.0,757,dull,,ЮВ,2
4258,2011,1,21,-12.0,758,dull,snow,Ю,1,-11.0,757,dull,snow,Ю,1
4259,2011,1,22,-9.0,750,dull,snow,Ю,4,-8.0,749,dull,snow,Ю,4
4260,2011,1,23,-6.0,749,dull,,ЮЗ,3,-8.0,749,dull,,ЮЗ,3
4261,2011,1,24,-10.0,746,suncl,,С,2,-11.0,746,dull,,С,2
4262,2011,1,25,-10.0,748,sun,,ЮЗ,3,-12.0,748,dull,snow,ЮЗ,3
4263,2011,1,26,-12.0,745,dull,snow,С,1,-11.0,744,dull,snow,С,1
4264,2011,1,27,-12.0,747,suncl,,Ю,2,-10.0,748,dull,,Ю,2
4265,2011,1,28,-12.0,751,dull,,З,2,-11.0,748,dull,,З,2
4266,2011,1,29,-4.0,743,dull,,СЗ,4,-5.0,741,dull,,СЗ,4
4267,2011,1,30,-4.0,733,dull,,ЮЗ,4,-4.0,734,dull,,ЮЗ,4
4268,2011,1,31,-6.0,746,sun,,С,4,-15.0,749,sun,,С,4
4269,2011,2,1,-9.0,745,sunc,,ЮЗ,3,-9.0,744,dull,,ЮЗ,3
4270,2011,2,2,-4.0,745,dull,,ЮЗ,2,-5.0,745,dull,,ЮЗ,2
4271,2011,2,3,-1.0,742,dull,snow,ЮЗ,4,0.0,743,dull,,ЮЗ,4
4272,2011,2,4,-2.0,741,dull,snow,ЮЗ,4,-1.0,740,dull,snow,ЮЗ,4
4273,2011,2,5,1.0,730,dull,,ЮЗ,3,-1.0,728,dull,,ЮЗ,3
4274,2011,2,6,0.0,727,suncl,,СЗ,3,-1.0,731,dull,snow,СЗ,3
4275,2011,2,7,-2.0,739,dull,snow,СЗ,2,-2.0,741,dull,snow,СЗ,2
4276,2011,2,8,-2.0,740,dull,,Ю,3,-4.0,732,dull,snow,Ю,3
4277,2011,2,9,0.0,723,dull,snow,СЗ,3,-5.0,728,dull,snow,СЗ,3
4278,2011,2,10,-9.0,740,suncl,snow,С,4,-12.0,743,sunc,,С,4
4279,2011,2,11,-14.0,745,sun,,З,1,-17.0,743,sun,,З,1
4280,2011,2,12,-12.0,735,dull,snow,В,3,-12.0,735,dull,snow,В,3
4281,2011,2,13,-12.0,732,dull,snow,СВ,5,-12.0,733,dull,snow,СВ,5
4282,2011,2,14,-11.0,739,dull,,С,5,-15.0,741,dull,,С,5
4283,2011,2,15,-17.0,744,sun,,СЗ,4,-19.0,745,sun,,СЗ,4
4284,2011,2,16,-16.0,748,sun,,СЗ,3,-21.0,749,sun,,СЗ,3
4285,2011,2,17,-19.0,751,sun,,С,3,-20.0,752,sun,,С,3
4286,2011,2,18,-18.0,756,sun,,СЗ,2,-22.0,756,sun,,СЗ,2
4287,2011,2,19,-18.0,754,sun,,З,1,-19.0,753,dull,,З,1
4288,2011,2,20,-13.0,755,sunc,,СЗ,1,-19.0,756,suncl,,СЗ,1
4289,2011,2,21,-15.0,762,sun,,В,3,-18.0,763,sun,,В,3
4290,2011,2,22,-17.0,766,sun,,Ю,3,-18.0,766,sun,,Ю,3
4291,2011,2,23,-15.0,769,sun,,ЮВ,2,-15.0,769,sun,,ЮВ,2
4292,2011,2,24,-14.0,769,suncl,,ЮВ,3,-16.0,769,suncl,,ЮВ,3
4293,2011,2,25,-14.0,770,dull,,ЮВ,3,-16.0,769,dull,,ЮВ,3
4294,2011,2,26,-14.0,768,suncl,,Ю,3,-13.0,767,dull,,Ю,3
4295,2011,2,27,-9.0,768,sun,,ЮВ,3,-12.0,768,dull,,ЮВ,3
4296,2011,2,28,-11.0,767,dull,,Ю,2,-14.0,766,sun,,Ю,2
4297,2011,3,1,-12.0,764,dull,,З,1,-18.0,763,sun,,З,1
4298,2011,3,2,-7.0,761,sun,,Ш,0,-13.0,760,sun,,Ш,0
4299,2011,3,3,-5.0,758,dull,,СЗ,2,-5.0,755,dull,,СЗ,2
4300,2011,3,4,0.0,746,sunc,,СЗ,5,-3.0,744,sun,,СЗ,5
4301,2011,3,5,-1.0,728,dull,snow,З,4,-2.0,727,dull,,З,4
4302,2011,3,6,-2.0,733,suncl,,СЗ,3,-4.0,738,dull,snow,СЗ,3
4303,2011,3,7,-4.0,752,suncl,snow,С,3,-8.0,755,sun,,С,3
4304,2011,3,8,-4.0,758,sun,,ЮЗ,2,-9.0,758,sun,,ЮЗ,2
4305,2011,3,9,-3.0,758,sunc,,Ю,3,-7.0,757,sun,,Ю,3
4306,2011,3,10,-4.0,757,sun,,ЮЗ,3,-7.0,756,sun,,ЮЗ,3
4307,2011,3,11,-7.0,753,sun,,Ю,5,-9.0,750,sun,,Ю,5
4308,2011,3,12,-6.0,746,dull,,ЮЗ,2,-6.0,748,dull,,ЮЗ,2
4309,2011,3,13,2.0,753,sunc,,ЮЗ,2,-1.0,755,dull,,ЮЗ,2
4310,2011,3,14,4.0,753,sunc,,Ю,3,2.0,750,sunc,,Ю,3
4311,2011,3,15,2.0,745,dull,rain,СЗ,3,0.0,748,dull,,СЗ,3
4312,2011,3,16,0.0,753,dull,snow,С,5,-1.0,755,dull,snow,С,5
4313,2011,3,17,-2.0,755,suncl,,С,4,-2.0,755,suncl,,С,4
4314,2011,3,18,1.0,755,dull,snow,С,2,-1.0,753,suncl,,С,2
4315,2011,3,19,-1.0,749,dull,snow,С,3,-2.0,750,dull,snow,С,3
4316,2011,3,20,2.0,754,suncl,,Ю,2,-2.0,755,dull,,Ю,2
4317,2011,3,21,-1.0,756,dull,snow,Ю,2,-1.0,756,dull,,Ю,2
4318,2011,3,22,0.0,752,suncl,,ЮЗ,5,1.0,748,dull,,ЮЗ,5
4319,2011,3,23,4.0,738,suncl,rain,З,4,0.0,739,suncl,,З,4
4320,2011,3,24,0.0,730,suncl,,З,4,-4.0,730,sunc,,З,4
4321,2011,3,25,-2.0,732,sunc,,СЗ,6,-6.0,735,sunc,,СЗ,6
4322,2011,3,26,-5.0,736,suncl,,СЗ,4,-8.0,740,sunc,,СЗ,4
4323,2011,3,27,-1.0,747,sun,,З,3,-6.0,749,sun,,З,3
4324,2011,3,28,0.0,750,sun,,ЮЗ,6,-3.0,747,dull,,ЮЗ,6
4325,2011,3,29,1.0,744,dull,,З,4,-3.0,746,sun,,З,4
4326,2011,3,30,1.0,745,dull,,ЮЗ,6,0.0,743,suncl,,ЮЗ,6
4327,2011,3,31,1.0,753,sun,,СЗ,4,-3.0,756,sun,,СЗ,4
4328,2011,4,1,1.0,760,sun,,ЮЗ,3,-3.0,759,sun,,ЮЗ,3
4329,2011,4,2,3.0,758,suncl,,Ю,4,2.0,758,dull,,Ю,4
4330,2011,4,3,6.0,761,sun,,ЮЗ,4,2.0,761,sun,,ЮЗ,4
4331,2011,4,4,7.0,759,sun,,Ю,4,4.0,756,sun,,Ю,4
4332,2011,4,5,6.0,753,dull,,ЮВ,3,4.0,752,dull,,ЮВ,3
4333,2011,4,6,4.0,748,dull,,Ш,0,2.0,746,dull,,Ш,0
4334,2011,4,7,6.0,736,sun,,ЮЗ,2,4.0,732,dull,,ЮЗ,2
4335,2011,4,8,3.0,722,dull,rain,ЮВ,4,2.0,718,dull,rain,ЮВ,4
4336,2011,4,9,3.0,720,dull,,Ю,3,2.0,727,dull,snow,Ю,3
4337,2011,4,10,3.0,726,dull,rain,С,3,1.0,730,dull,rain,С,3
4338,2011,4,11,3.0,737,dull,,С,3,2.0,739,sunc,,С,3
4339,2011,4,12,3.0,740,dull,,З,2,1.0,741,dull,,З,2
4340,2011,4,13,4.0,742,dull,,Ю,3,3.0,742,dull,,Ю,3
4341,2011,4,14,7.0,740,sunc,,СЗ,3,2.0,741,dull,rain,СЗ,3
4342,2011,4,15,7.0,744,suncl,,ЮЗ,2,4.0,745,sunc,,ЮЗ,2
4343,2011,4,16,10.0,746,sun,,С,2,4.0,746,sunc,,С,2
4344,2011,4,17,10.0,745,suncl,,З,3,5.0,746,sun,,З,3
4345,2011,4,18,14.0,738,dull,,З,7,5.0,738,dull,,З,7
4346,2011,4,19,8.0,740,dull,,С,5,3.0,742,sunc,,С,5
4347,2011,4,20,5.0,748,dull,,С,4,3.0,750,dull,,С,4
4348,2011,4,21,10.0,752,suncl,,З,3,6.0,751,sun,,З,3
